时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-06-15 00:00:00,-77.5,-87.0,-4.2,3,0.0
2026-06-15 00:05:00,-89.9,-364.8,-274.9,4,0.0
2026-06-15 00:10:00,-89.9,-365.4,-275.6,6,0.0
2026-06-15 00:15:00,-89.8,-349.2,-259.2,7,0.0
2026-06-15 00:20:00,-89.8,-306.6,-216.8,8,0.0
2026-06-15 00:25:00,-89.9,-565.5,-475.9,10,0.0
2026-06-15 00:30:00,-89.8,-522.6,-432.8,11,0.0
2026-06-15 00:35:00,-89.8,-192.9,-103.1,13,0.0
2026-06-15 00:40:00,-89.7,-184.2,-94.4,14,0.0
2026-06-15 00:45:00,-89.8,-186.0,-96.2,15,0.0
2026-06-15 00:50:00,-89.6,-189.6,-99.8,17,0.0
2026-06-15 00:55:00,-89.7,-190.2,-100.2,18,0.0
2026-06-15 01:00:00,-89.8,-185.1,-95.4,19,0.0
2026-06-15 01:05:00,-89.7,-175.5,-85.7,21,0.0
2026-06-15 01:10:00,-89.7,-130.8,-41.0,22,0.0
2026-06-15 01:15:00,-89.7,-108.3,-18.5,23,0.0
2026-06-15 01:20:00,-89.8,-96.9,-7.1,25,0.0
2026-06-15 01:25:00,-89.8,-97.2,-7.3,26,0.0
2026-06-15 01:30:00,-89.8,-96.6,-6.8,27,0.0
2026-06-15 01:35:00,-89.7,-95.4,-5.7,29,0.0
2026-06-15 01:40:00,-89.8,-96.0,-6.1,30,0.0
2026-06-15 01:45:00,-89.8,-96.6,-6.8,32,0.0
2026-06-15 01:50:00,-89.8,-96.3,-6.6,33,0.0
2026-06-15 01:55:00,-89.8,-96.0,-6.2,34,0.0
2026-06-15 02:00:00,-90.0,-96.6,-6.8,36,0.0
2026-06-15 02:05:00,-89.7,-97.8,-8.1,37,0.0
2026-06-15 02:10:00,-89.8,-170.1,-80.3,38,0.0
2026-06-15 02:15:00,-89.4,-173.4,-83.5,40,0.0
2026-06-15 02:20:00,-89.9,-174.0,-84.2,41,0.0
2026-06-15 02:25:00,-89.8,-174.9,-85.1,42,0.0
2026-06-15 02:30:00,-90.0,-176.4,-86.7,44,0.0
2026-06-15 02:35:00,-89.8,-159.3,-69.4,45,0.0
2026-06-15 02:40:00,-89.7,-155.4,-65.7,46,0.0
2026-06-15 02:45:00,-89.9,-154.2,-64.3,48,0.0
2026-06-15 02:50:00,-89.8,-291.3,-201.5,49,0.0
2026-06-15 02:55:00,-89.8,-289.2,-199.4,50,0.0
2026-06-15 03:00:00,-89.9,-397.5,-307.8,52,0.0
