时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-05-29 00:00:00,-75.8,-140.1,-64.3,3,0.0
2026-05-29 00:05:00,-89.7,-534.9,-445.0,4,0.0
2026-05-29 00:10:00,-89.8,-601.8,-511.9,6,0.0
2026-05-29 00:15:00,-89.8,-589.8,-500.0,7,0.0
2026-05-29 00:20:00,-89.7,-504.6,-414.9,8,0.0
2026-05-29 00:25:00,-90.0,-605.1,-515.3,10,0.0
2026-05-29 00:30:00,-89.8,-501.0,-411.3,11,0.0
2026-05-29 00:35:00,-89.7,-371.1,-281.5,13,0.0
2026-05-29 00:40:00,-89.7,-236.7,-147.0,14,0.0
2026-05-29 00:45:00,-89.6,-257.7,-168.1,15,0.0
2026-05-29 00:50:00,-89.7,-247.5,-157.7,17,0.0
2026-05-29 00:55:00,-89.6,-193.5,-103.9,18,0.0
2026-05-29 01:00:00,-89.7,-176.1,-86.4,19,0.0
2026-05-29 01:05:00,-89.9,-153.0,-63.2,21,0.0
2026-05-29 01:10:00,-89.9,-197.1,-107.5,22,0.0
2026-05-29 01:15:00,-89.9,-198.6,-108.8,23,0.0
2026-05-29 01:20:00,-89.9,-186.9,-97.1,25,0.0
2026-05-29 01:25:00,-89.7,-169.5,-79.7,26,0.0
2026-05-29 01:30:00,-89.7,-141.3,-51.4,27,0.0
2026-05-29 01:35:00,-89.8,-135.9,-46.2,29,0.0
2026-05-29 01:40:00,-89.8,-108.0,-18.3,30,0.0
2026-05-29 01:45:00,-89.8,-107.1,-17.3,32,0.0
2026-05-29 01:50:00,-89.6,-107.1,-17.5,33,0.0
2026-05-29 01:55:00,-89.7,-102.3,-12.7,34,0.0
2026-05-29 02:00:00,-89.6,-129.3,-39.7,36,0.0
2026-05-29 02:05:00,-89.6,-242.1,-152.3,37,0.0
2026-05-29 02:10:00,-89.6,-251.4,-161.8,38,0.0
2026-05-29 02:15:00,-89.7,-248.7,-158.9,40,0.0
2026-05-29 02:20:00,-89.6,-186.0,-96.3,41,0.0
2026-05-29 02:25:00,-89.9,-142.8,-52.9,42,0.0
2026-05-29 02:30:00,-89.6,-132.3,-42.6,44,0.0
2026-05-29 02:35:00,-89.9,-160.2,-70.4,45,0.0
2026-05-29 02:40:00,-89.7,-155.7,-66.1,46,0.0
2026-05-29 02:45:00,-89.6,-155.1,-65.4,48,0.0
2026-05-29 02:50:00,-89.8,-147.9,-58.3,49,0.0
2026-05-29 02:55:00,-89.9,-134.1,-44.4,50,0.0
2026-05-29 03:00:00,-89.7,-134.4,-44.8,52,0.0
2026-05-29 03:05:00,-89.9,-168.3,-78.5,53,0.0
2026-05-29 03:10:00,-89.8,-167.7,-77.8,54,0.0
2026-05-29 03:15:00,-89.7,-167.4,-77.7,56,0.0
2026-05-29 03:20:00,-89.7,-236.4,-146.9,57,0.0
2026-05-29 03:25:00,-89.8,-218.4,-128.8,58,0.0
2026-05-29 03:30:00,-89.7,-199.5,-109.9,60,0.0
2026-05-29 03:35:00,-89.7,-179.1,-89.5,61,0.0
2026-05-29 03:40:00,-89.7,-277.2,-187.4,62,0.0
2026-05-29 03:45:00,-89.7,-249.3,-159.7,64,0.0
2026-05-29 03:50:00,-89.8,-228.6,-138.9,65,0.0
2026-05-29 03:55:00,-89.7,-174.6,-85.0,67,0.0
2026-05-29 04:00:00,-89.7,-129.0,-39.4,68,0.0
2026-05-29 04:05:00,-89.5,-117.9,-28.3,69,0.0
2026-05-29 04:10:00,-89.6,-117.9,-28.2,71,0.0
2026-05-29 04:15:00,-89.8,-113.7,-23.9,72,0.0
2026-05-29 04:20:00,-89.6,-111.0,-21.3,73,0.0
2026-05-29 04:25:00,-89.7,-99.9,-10.5,75,0.0
2026-05-29 04:30:00,-89.6,-99.9,-10.3,76,0.0
2026-05-29 04:35:00,-89.9,-99.9,-10.0,77,0.0
2026-05-29 04:40:00,-90.0,-99.0,-9.2,78,0.0
2026-05-29 04:45:00,-89.7,-102.9,-13.2,80,0.0
2026-05-29 04:50:00,-89.6,-99.3,-9.5,81,0.0
2026-05-29 04:55:00,-89.6,-98.1,-8.6,82,0.0
2026-05-29 05:00:00,-89.6,-98.4,-8.9,84,0.0
2026-05-29 05:05:00,-89.7,-99.0,-9.2,85,0.0
2026-05-29 05:10:00,-89.6,-97.5,-8.0,86,0.0
2026-05-29 05:15:00,-90.0,-99.0,-9.0,87,0.0
2026-05-29 05:20:00,-89.6,-98.1,-8.4,88,0.0
2026-05-29 05:25:00,-89.9,-98.1,-8.3,90,0.0
2026-05-29 05:30:00,-89.6,-155.4,-65.7,91,0.0
2026-05-29 05:35:00,-89.8,-154.2,-64.4,92,1.474
2026-05-29 05:40:00,-89.7,-154.5,-64.3,93,2.038
2026-05-29 05:45:00,-89.6,-249.6,-160.0,95,3.624
2026-05-29 05:50:00,-89.6,-215.1,-125.2,96,4.947
2026-05-29 05:55:00,-89.9,-215.7,-125.8,97,7.134
2026-05-29 06:00:00,0.0,-143.4,-143.4,98,10.274
2026-05-29 06:05:00,0.0,-105.3,-105.3,98,14.306
2026-05-29 06:10:00,0.0,-201.3,-201.3,98,20.633
2026-05-29 06:15:00,0.0,-128.4,-128.4,98,28.703
2026-05-29 06:20:00,0.0,-105.6,-105.6,98,39.792
2026-05-29 06:25:00,0.0,-191.1,-191.1,98,53.869
2026-05-29 06:30:00,0.0,-172.8,-172.8,98,66.102
2026-05-29 06:35:00,0.0,-147.0,-147.0,98,82.097
2026-05-29 06:40:00,0.0,-216.6,-216.6,98,82.405
2026-05-29 06:45:00,0.0,-130.8,-130.8,98,107.041
2026-05-29 06:50:00,0.0,-116.7,-116.7,98,114.338
