时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-06-01 00:00:00,-89.7,-98.4,-8.5,3,0.0
2026-06-01 00:05:00,-89.8,-336.6,-246.8,4,0.02
2026-06-01 00:10:00,-89.8,-540.0,-450.2,6,0.04
2026-06-01 00:15:00,-89.9,-532.8,-442.8,7,0.06
2026-06-01 00:20:00,-89.8,-489.6,-399.8,8,0.08
2026-06-01 00:25:00,-89.7,-415.8,-326.0,10,0.099
2026-06-01 00:30:00,-89.8,-550.2,-460.2,11,0.119
2026-06-01 00:35:00,-89.9,-478.5,-388.5,13,0.139
2026-06-01 00:40:00,-89.6,-397.8,-308.1,14,0.159
2026-06-01 00:45:00,-89.8,-321.6,-231.6,15,0.179
2026-06-01 00:50:00,-89.7,-318.0,-228.4,17,0.199
2026-06-01 00:55:00,-89.7,-260.1,-170.3,18,0.219
2026-06-01 01:00:00,-89.7,-228.9,-139.2,19,0.239
2026-06-01 01:05:00,-89.9,-190.8,-100.9,21,0.259
2026-06-01 01:10:00,-89.7,-157.2,-67.4,22,0.279
2026-06-01 01:15:00,-89.8,-227.7,-137.9,23,0.298
2026-06-01 01:20:00,-89.8,-209.7,-119.8,25,0.318
2026-06-01 01:25:00,-89.7,-199.8,-109.9,26,0.338
2026-06-01 01:30:00,-89.7,-189.6,-99.9,27,0.358
2026-06-01 01:35:00,-89.9,-161.1,-71.2,29,0.378
2026-06-01 01:40:00,-89.7,-194.7,-104.9,30,0.398
2026-06-01 01:45:00,-89.9,-178.2,-88.3,31,0.418
2026-06-01 01:50:00,-89.8,-162.0,-72.1,33,0.438
2026-06-01 01:55:00,-89.9,-114.0,-24.4,34,0.458
2026-06-01 02:00:00,-90.0,-113.1,-23.3,36,0.478
2026-06-01 02:05:00,-89.4,-113.1,-23.4,37,0.497
2026-06-01 02:10:00,-89.7,-97.5,-7.7,38,0.517
2026-06-01 02:15:00,-89.9,-98.1,-8.0,40,0.537
2026-06-01 02:20:00,-89.7,-97.2,-7.3,41,0.557
2026-06-01 02:25:00,-89.6,-140.7,-50.8,42,0.577
2026-06-01 02:30:00,-89.7,-256.2,-166.2,44,0.597
2026-06-01 02:35:00,-89.8,-249.9,-160.2,45,0.617
2026-06-01 02:40:00,-89.8,-231.6,-141.8,46,0.637
2026-06-01 02:45:00,-90.0,-188.4,-98.7,48,0.657
2026-06-01 02:50:00,-89.7,-172.8,-82.9,49,0.676
2026-06-01 02:55:00,-89.8,-155.7,-65.8,50,0.696
2026-06-01 03:00:00,-89.7,-158.4,-68.7,52,0.716
2026-06-01 03:05:00,-89.8,-142.2,-52.5,53,0.736
2026-06-01 03:10:00,-89.7,-274.8,-185.1,54,0.756
2026-06-01 03:15:00,-89.8,-256.5,-166.7,56,0.776
2026-06-01 03:20:00,-89.8,-154.2,-64.4,57,0.796
2026-06-01 03:25:00,-89.9,-225.3,-135.3,58,0.816
2026-06-01 03:30:00,-89.7,-165.0,-75.3,60,0.836
2026-06-01 03:35:00,-90.0,-144.9,-55.1,61,0.856
2026-06-01 03:40:00,-89.8,-142.2,-52.5,62,0.875
2026-06-01 03:45:00,-89.9,-254.1,-164.1,64,0.895
2026-06-01 03:50:00,-89.8,-246.9,-157.1,65,0.915
2026-06-01 03:55:00,-89.9,-216.6,-126.7,66,0.935
2026-06-01 04:00:00,-89.8,-197.7,-107.7,68,0.955
2026-06-01 04:05:00,-89.6,-198.0,-108.1,69,0.975
2026-06-01 04:10:00,-89.9,-165.9,-76.0,71,0.995
2026-06-01 04:15:00,-89.7,-160.5,-70.9,72,1.015
2026-06-01 04:20:00,-89.8,-222.3,-132.5,73,1.035
