时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-05-14 00:00:00,-44.9,-54.0,-10.3,3,0.0
2026-05-14 00:05:00,-44.9,-422.7,-377.7,5,0.0
2026-05-14 00:10:00,-44.9,-502.2,-457.3,6,0.0
2026-05-14 00:15:00,-45.0,-454.8,-409.9,7,0.0
2026-05-14 00:20:00,-44.9,-419.1,-374.1,9,0.0
2026-05-14 00:25:00,-45.0,-362.4,-317.4,10,0.0
2026-05-14 00:30:00,-45.0,-282.6,-237.6,11,0.0
2026-05-14 00:35:00,-44.9,-217.8,-172.9,13,0.0
2026-05-14 00:40:00,-45.0,-137.4,-92.4,14,0.0
2026-05-14 00:45:00,-44.9,-244.5,-199.6,15,0.0
2026-05-14 00:50:00,-45.0,-221.4,-176.5,17,0.0
2026-05-14 00:55:00,-44.9,-191.7,-146.6,18,0.0
2026-05-14 01:00:00,-45.0,-147.6,-102.7,19,0.0
2026-05-14 01:05:00,-44.9,-86.1,-41.1,21,0.0
2026-05-14 01:10:00,-44.9,-78.9,-33.9,22,0.0
2026-05-14 01:15:00,-45.0,-77.4,-32.4,23,0.0
2026-05-14 01:20:00,-45.0,-73.8,-28.9,24,0.0
2026-05-14 01:25:00,-44.9,-56.7,-11.7,26,0.0
2026-05-14 01:30:00,-44.9,-52.8,-7.9,27,0.0
2026-05-14 01:35:00,-44.8,-53.1,-8.1,28,0.0
2026-05-14 01:40:00,-44.9,-55.8,-10.8,29,0.0
2026-05-14 01:45:00,-45.0,-52.2,-7.2,30,0.0
2026-05-14 01:50:00,-44.9,-51.9,-6.9,32,0.0
2026-05-14 01:55:00,-44.9,-52.2,-7.2,33,0.0
2026-05-14 02:00:00,-45.0,-51.6,-6.7,34,0.0
2026-05-14 02:05:00,-44.9,-55.8,-10.8,35,0.0
2026-05-14 02:10:00,-45.0,-52.2,-7.3,36,0.0
2026-05-14 02:15:00,-44.9,-51.6,-6.5,38,0.0
2026-05-14 02:20:00,-44.9,-51.0,-6.1,39,0.0
2026-05-14 02:25:00,-45.0,-51.9,-7.0,40,0.0
2026-05-14 02:30:00,-45.0,-55.8,-10.8,41,0.0
2026-05-14 02:35:00,-45.0,-151.2,-106.2,42,0.0
2026-05-14 02:40:00,-44.8,-150.3,-105.5,44,0.0
2026-05-14 02:45:00,-44.8,-150.3,-105.5,45,0.0
2026-05-14 02:50:00,-45.0,-128.7,-83.8,46,0.0
2026-05-14 02:55:00,-44.9,-120.3,-75.4,47,0.0
2026-05-14 03:00:00,-44.8,-180.9,-135.9,48,0.0
2026-05-14 03:05:00,-45.1,-138.0,-93.1,50,0.0
2026-05-14 03:10:00,-45.0,-195.0,-150.0,51,0.0
2026-05-14 03:15:00,-45.0,-207.0,-162.2,52,0.0
2026-05-14 03:20:00,-44.9,-266.4,-221.4,53,0.0
2026-05-14 03:25:00,-45.1,-286.2,-241.1,54,0.0
2026-05-14 03:30:00,-45.0,-280.8,-235.9,56,0.0
2026-05-14 03:35:00,-44.9,-243.3,-198.4,57,0.0
