时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-05-26 00:00:00,-91.1,-262.8,-172.9,3,0.0
2026-05-26 00:05:00,-90.0,-485.7,-395.8,4,0.0
2026-05-26 00:10:00,-89.8,-560.7,-470.9,6,0.0
2026-05-26 00:15:00,-89.9,-493.2,-403.3,7,0.0
2026-05-26 00:20:00,-90.0,-504.3,-414.5,8,0.0
2026-05-26 00:25:00,-89.7,-466.8,-377.0,10,0.0
2026-05-26 00:30:00,-90.0,-420.9,-331.2,11,0.0
2026-05-26 00:35:00,-89.7,-329.1,-239.4,13,0.0
2026-05-26 00:40:00,-89.8,-298.5,-208.8,14,0.0
2026-05-26 00:45:00,-89.7,-199.2,-109.6,15,0.0
2026-05-26 00:50:00,-89.7,-138.6,-48.9,17,0.0
2026-05-26 00:55:00,-89.6,-135.3,-45.6,18,0.0
2026-05-26 01:00:00,-89.6,-135.0,-45.2,19,0.0
2026-05-26 01:05:00,-89.8,-193.8,-103.8,21,0.0
2026-05-26 01:10:00,-89.7,-155.4,-65.6,22,0.0
2026-05-26 01:15:00,-90.0,-126.0,-36.4,23,0.0
2026-05-26 01:20:00,-89.9,-126.6,-36.9,25,0.0
2026-05-26 01:25:00,-89.7,-126.6,-36.9,26,0.0
2026-05-26 01:30:00,-89.8,-130.8,-41.2,27,0.0
2026-05-26 01:35:00,-89.8,-105.0,-15.2,29,0.0
2026-05-26 01:40:00,-89.7,-107.4,-17.8,30,0.0
2026-05-26 01:45:00,-89.8,-142.2,-52.3,31,0.0
2026-05-26 01:50:00,-89.7,-143.4,-53.6,33,0.0
2026-05-26 01:55:00,-89.9,-144.0,-54.3,34,0.0
2026-05-26 02:00:00,-89.8,-143.4,-53.6,36,0.0
2026-05-26 02:05:00,-89.7,-132.0,-42.2,37,0.0
2026-05-26 02:10:00,-89.5,-101.1,-11.4,38,0.0
2026-05-26 02:15:00,-89.8,-99.3,-9.4,40,0.0
2026-05-26 02:20:00,-89.9,-285.9,-196.1,41,0.0
2026-05-26 02:25:00,-89.7,-320.1,-230.3,42,0.0
2026-05-26 02:30:00,-89.8,-285.0,-195.1,44,0.0
2026-05-26 02:35:00,-89.9,-265.5,-175.6,45,0.0
2026-05-26 02:40:00,-89.7,-222.6,-132.8,46,0.0
2026-05-26 02:45:00,-89.8,-187.2,-97.3,48,0.0
2026-05-26 02:50:00,-89.9,-185.7,-95.8,49,0.0
2026-05-26 02:55:00,-89.7,-159.0,-69.5,50,0.0
2026-05-26 03:00:00,-89.8,-311.7,-221.9,52,0.0
2026-05-26 03:05:00,-89.7,-255.0,-165.3,53,0.0
2026-05-26 03:10:00,-89.8,-261.3,-171.5,54,0.0
2026-05-26 03:15:00,-89.8,-183.3,-93.6,56,0.0
2026-05-26 03:20:00,-89.8,-294.9,-205.2,57,0.0
2026-05-26 03:25:00,-89.8,-276.0,-186.2,58,0.0
2026-05-26 03:30:00,-89.6,-304.5,-214.5,60,0.0
2026-05-26 03:35:00,-89.8,-362.7,-273.0,61,0.0
2026-05-26 03:40:00,-89.6,-342.6,-252.8,62,0.0
2026-05-26 03:45:00,-89.9,-416.1,-326.1,64,0.0
2026-05-26 03:50:00,-89.6,-335.7,-245.8,65,0.0
2026-05-26 03:55:00,-89.6,-266.1,-176.5,66,0.0
2026-05-26 04:00:00,-89.8,-234.3,-144.5,68,0.0
2026-05-26 04:05:00,-89.8,-184.5,-94.7,69,0.0
2026-05-26 04:10:00,-89.8,-147.9,-58.1,71,0.0
2026-05-26 04:15:00,-89.8,-137.4,-47.4,72,0.0
2026-05-26 04:20:00,-89.6,-129.3,-39.4,73,0.0
2026-05-26 04:25:00,-89.7,-127.2,-37.4,75,0.0
2026-05-26 04:30:00,-89.7,-122.7,-33.1,76,0.0
2026-05-26 04:35:00,-89.8,-120.6,-30.9,77,0.0
2026-05-26 04:40:00,-90.0,-107.7,-17.8,78,0.0
2026-05-26 04:45:00,-89.7,-106.5,-16.7,80,0.0
2026-05-26 04:50:00,-89.6,-106.8,-17.2,81,0.0
2026-05-26 04:55:00,-89.5,-97.8,-8.3,82,0.0
2026-05-26 05:00:00,-89.5,-98.4,-8.7,84,0.0
2026-05-26 05:05:00,-89.8,-98.7,-8.9,85,0.0
2026-05-26 05:10:00,-89.6,-98.4,-8.7,86,0.0
2026-05-26 05:15:00,-89.6,-98.1,-8.4,87,0.0
2026-05-26 05:20:00,-89.7,-98.1,-8.5,88,0.0
2026-05-26 05:25:00,-89.7,-98.1,-8.4,90,0.0
2026-05-26 05:30:00,-89.7,-98.7,-8.8,91,0.0
2026-05-26 05:35:00,-89.5,-133.2,-43.4,92,1.618
2026-05-26 05:40:00,-89.7,-133.5,-43.9,94,3.636
2026-05-26 05:45:00,-89.7,-294.9,-205.2,95,6.534
2026-05-26 05:50:00,-89.9,-319.5,-229.5,96,9.064
2026-05-26 05:55:00,-90.0,-436.8,-347.0,97,11.741
2026-05-26 06:00:00,0.0,-314.4,-314.4,98,14.023
2026-05-26 06:05:00,0.0,-220.5,-220.5,98,15.836
2026-05-26 06:10:00,0.0,-103.8,-103.8,98,19.647
2026-05-26 06:15:00,0.0,-104.1,-104.1,98,24.461
2026-05-26 06:20:00,0.0,-99.6,-99.6,98,29.79
2026-05-26 06:25:00,0.0,-69.9,-69.9,98,35.008
2026-05-26 06:30:00,0.0,-93.9,-93.9,98,40.452
2026-05-26 06:35:00,0.0,-243.9,-243.9,98,45.139
2026-05-26 06:40:00,0.0,-185.1,-185.1,98,48.751
2026-05-26 06:45:00,0.0,-192.3,-192.3,98,54.658
2026-05-26 06:50:00,0.0,-146.7,-146.7,98,58.131
2026-05-26 06:55:00,0.0,-145.5,-145.5,98,60.837
2026-05-26 07:00:00,0.0,-226.5,-226.5,98,68.705
2026-05-26 07:05:00,0.0,-139.5,-139.5,98,71.259
2026-05-26 07:10:00,0.0,-112.8,-112.8,98,80.23
2026-05-26 07:15:00,0.0,-132.0,-132.0,98,85.125
2026-05-26 07:20:00,0.0,-99.3,-99.3,98,94.308
2026-05-26 07:25:00,0.0,-75.6,-75.6,98,71.176
2026-05-26 07:30:00,0.0,-192.6,-192.6,98,78.242
2026-05-26 07:35:00,0.0,-204.0,-204.0,98,110.27
2026-05-26 07:40:00,0.0,-146.7,-146.7,98,123.027
2026-05-26 07:45:00,0.0,-185.7,-185.7,98,127.754
2026-05-26 07:50:00,0.0,-202.2,-202.2,98,103.023
2026-05-26 07:55:00,0.0,-109.8,-109.8,98,169.007
2026-05-26 08:00:00,98.4,21.0,-78.8,98,179.636
2026-05-26 08:05:00,36.2,-7.5,-43.6,97,181.225
2026-05-26 08:10:00,60.6,-9.9,-70.8,96,78.395
2026-05-26 08:15:00,0.0,23.7,23.7,96,191.99
2026-05-26 08:20:00,0.0,3.0,3.0,96,193.246
2026-05-26 08:25:00,0.0,71.7,71.7,96,230.418
2026-05-26 08:30:00,0.0,28.8,28.8,96,217.441
2026-05-26 08:35:00,20.4,30.3,9.9,96,175.004
2026-05-26 08:40:00,95.4,-10.5,-106.0,95,150.268
2026-05-26 08:45:00,8.3,-25.2,-33.7,94,273.636
2026-05-26 08:50:00,250.3,-70.5,-320.7,91,102.554
2026-05-26 08:55:00,249.7,-29.4,-279.3,88,80.593
2026-05-26 09:00:00,191.3,21.3,-171.2,84,203.839
2026-05-26 09:05:00,53.0,-1.8,-54.8,82,284.0
2026-05-26 09:10:00,192.6,-3.3,-195.2,81,122.864
2026-05-26 09:15:00,14.9,7.8,-7.2,80,203.109
2026-05-26 09:20:00,150.5,-11.4,-161.8,80,211.586
2026-05-26 09:25:00,81.4,29.1,-52.2,77,206.702
2026-05-26 09:30:00,-4.2,-12.6,-8.4,76,309.072
2026-05-26 09:35:00,-23.6,-6.6,17.1,76,314.037
2026-05-26 09:40:00,-209.8,0.6,210.4,78,383.698
2026-05-26 09:45:00,-96.0,65.4,161.2,80,185.741
2026-05-26 09:50:00,-238.8,0.0,238.8,82,378.104
2026-05-26 09:55:00,-261.8,26.7,288.7,85,394.172
2026-05-26 10:00:00,-261.7,37.5,299.4,89,235.722
2026-05-26 10:05:00,80.5,-37.8,-118.3,89,284.001
2026-05-26 10:10:00,250.1,-69.3,-319.1,86,139.281
2026-05-26 10:15:00,90.6,-34.2,-124.8,84,237.734
2026-05-26 10:20:00,-119.8,-5.4,114.7,85,361.225
2026-05-26 10:25:00,-225.8,-18.9,206.9,88,355.536
2026-05-26 10:30:00,-262.0,4.2,266.2,91,367.954
2026-05-26 10:35:00,-257.8,-14.4,243.6,94,411.792
2026-05-26 10:40:00,-182.1,38.4,220.2,97,392.414
2026-05-26 10:45:00,0.0,220.5,220.5,98,379.111
2026-05-26 10:50:00,0.0,228.3,228.3,98,376.042
2026-05-26 10:55:00,0.0,88.5,88.5,98,372.021
2026-05-26 11:00:00,2.5,-7.5,-10.0,98,376.443
2026-05-26 11:05:00,35.3,-8.1,-43.9,97,311.889
2026-05-26 11:10:00,182.8,-8.7,-190.8,96,184.738
2026-05-26 11:15:00,117.6,-29.4,-147.2,95,302.288
2026-05-26 11:20:00,0.0,12.9,12.9,95,376.538
