时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-06-28 00:00:00,-122.9,-217.2,-97.1,3,0.0
2026-06-28 00:05:00,-79.8,-348.3,-268.6,4,0.0
2026-06-28 00:10:00,-79.7,-489.0,-409.2,6,0.0
2026-06-28 00:15:00,-79.7,-495.6,-415.9,7,0.0
2026-06-28 00:20:00,-79.6,-449.4,-369.7,8,0.0
2026-06-28 00:25:00,-79.9,-368.7,-289.0,9,0.0
2026-06-28 00:30:00,-79.6,-306.3,-226.6,10,0.0
2026-06-28 00:35:00,-79.9,-234.6,-154.8,12,0.0
2026-06-28 00:40:00,-79.8,-221.7,-142.0,13,0.0
2026-06-28 00:45:00,-79.8,-135.0,-55.2,14,0.0
2026-06-28 00:50:00,-79.8,-120.9,-41.1,15,0.0
2026-06-28 00:55:00,-79.7,-124.5,-44.7,17,0.0
2026-06-28 01:00:00,-79.6,-120.3,-40.6,18,0.0
2026-06-28 01:05:00,-79.9,-120.9,-41.2,19,0.0
2026-06-28 01:10:00,-79.8,-119.7,-39.9,20,0.0
2026-06-28 01:15:00,-79.9,-184.8,-105.0,21,0.0
2026-06-28 01:20:00,-79.9,-148.2,-68.4,22,0.0
2026-06-28 01:25:00,-79.9,-144.0,-64.2,24,0.0
2026-06-28 01:30:00,-79.7,-131.7,-52.0,25,0.0
2026-06-28 01:35:00,-79.8,-120.3,-40.4,26,0.0
2026-06-28 01:40:00,-79.9,-114.0,-34.2,27,0.0
2026-06-28 01:45:00,-79.7,-97.8,-18.0,28,0.0
2026-06-28 01:50:00,-79.8,-91.2,-11.4,30,0.0
2026-06-28 01:55:00,-79.8,-150.0,-70.2,31,0.0
2026-06-28 02:00:00,-80.0,-225.6,-145.7,32,0.0
2026-06-28 02:05:00,-79.9,-245.1,-165.3,33,0.0
2026-06-28 02:10:00,-79.9,-279.3,-199.7,34,0.0
2026-06-28 02:15:00,-79.7,-283.8,-204.2,36,0.0
2026-06-28 02:20:00,-79.9,-262.8,-183.0,37,0.0
2026-06-28 02:25:00,-79.7,-237.6,-158.0,38,0.0
2026-06-28 02:30:00,-79.8,-189.6,-109.7,39,0.0
2026-06-28 02:35:00,-79.8,-217.8,-138.1,40,0.0
2026-06-28 02:40:00,-79.9,-177.3,-97.6,42,0.0
2026-06-28 02:45:00,-79.8,-157.8,-78.0,43,0.0
2026-06-28 02:50:00,-79.9,-144.3,-64.7,44,0.0
2026-06-28 02:55:00,-79.8,-143.1,-63.3,45,0.0
2026-06-28 03:00:00,-79.8,-136.2,-56.5,46,0.0
2026-06-28 03:05:00,-79.9,-132.9,-53.0,48,0.0
2026-06-28 03:10:00,-79.8,-121.2,-41.3,49,0.0
2026-06-28 03:15:00,-79.7,-120.9,-41.1,50,0.0
2026-06-28 03:20:00,-79.9,-194.1,-114.2,51,0.0
2026-06-28 03:25:00,-79.7,-178.5,-98.9,52,0.0
2026-06-28 03:30:00,-79.6,-166.5,-86.7,54,0.0
2026-06-28 03:35:00,-79.7,-247.8,-168.0,55,0.0
2026-06-28 03:40:00,-79.8,-230.7,-150.9,56,0.0
2026-06-28 03:45:00,-79.9,-182.1,-102.3,57,0.0
2026-06-28 03:50:00,-79.8,-159.6,-79.8,58,0.0
2026-06-28 03:55:00,-79.7,-148.2,-68.5,60,0.0
2026-06-28 04:00:00,-79.8,-137.4,-57.7,61,0.0
2026-06-28 04:05:00,-79.6,-109.8,-30.2,62,0.0
2026-06-28 04:10:00,-79.6,-104.7,-25.1,63,0.0
2026-06-28 04:15:00,-79.6,-209.4,-129.7,64,0.0
2026-06-28 04:20:00,-79.6,-282.3,-202.7,66,0.0
2026-06-28 04:25:00,-79.6,-206.1,-126.3,67,0.0
2026-06-28 04:30:00,-79.6,-264.3,-184.5,68,0.0
2026-06-28 04:35:00,-79.5,-247.2,-167.5,69,0.0
2026-06-28 04:40:00,-79.6,-188.7,-109.0,70,0.0
2026-06-28 04:45:00,-79.6,-141.0,-61.3,72,0.0
2026-06-28 04:50:00,-79.7,-141.3,-61.6,73,0.0
2026-06-28 04:55:00,-79.6,-141.3,-61.7,74,0.0
2026-06-28 05:00:00,-79.5,-121.2,-41.7,75,0.0
2026-06-28 05:05:00,-79.6,-162.3,-82.6,76,0.0
2026-06-28 05:10:00,-79.8,-161.4,-81.8,78,0.0
2026-06-28 05:15:00,-79.7,-150.9,-71.1,79,0.0
2026-06-28 05:20:00,-79.6,-162.3,-82.7,80,0.0
2026-06-28 05:25:00,-79.7,-162.0,-82.4,81,0.0
2026-06-28 05:30:00,-79.6,-192.9,-113.3,82,0.0
2026-06-28 05:35:00,-79.7,-193.8,-114.2,84,0.0
2026-06-28 05:40:00,-79.8,-161.7,-81.9,85,0.451
2026-06-28 05:45:00,-79.6,-153.0,-72.9,86,1.638
2026-06-28 05:50:00,-79.6,-139.5,-59.7,87,3.71
2026-06-28 05:55:00,-79.7,-215.7,-136.0,88,4.823
2026-06-28 06:00:00,-79.8,-185.4,-105.8,89,6.215
2026-06-28 06:05:00,-79.7,-178.8,-99.0,90,5.302
2026-06-28 06:10:00,-79.8,-238.8,-159.0,91,6.498
2026-06-28 06:15:00,-79.7,-224.7,-144.9,92,6.73
2026-06-28 06:20:00,-79.6,-346.5,-266.8,94,8.482
2026-06-28 06:25:00,-79.8,-352.2,-272.5,95,14.447
2026-06-28 06:30:00,-79.8,-402.0,-322.3,96,16.076
2026-06-28 06:35:00,-79.6,-380.1,-300.4,97,18.077
2026-06-28 06:40:00,0.0,-287.7,-287.7,98,23.666
2026-06-28 06:45:00,0.0,-240.3,-240.3,98,31.072
2026-06-28 06:50:00,0.0,-237.3,-237.3,98,39.262
2026-06-28 06:55:00,0.0,-233.4,-233.4,98,47.189
2026-06-28 07:00:00,0.0,-269.7,-269.7,98,53.783
2026-06-28 07:05:00,0.0,-196.5,-196.5,98,63.966
2026-06-28 07:10:00,0.0,-239.4,-239.4,98,73.792
2026-06-28 07:15:00,0.0,-148.5,-148.5,98,85.35
2026-06-28 07:20:00,0.0,-112.8,-112.8,98,84.711
2026-06-28 07:25:00,0.0,-117.0,-117.0,98,90.577
2026-06-28 07:30:00,0.0,-177.9,-177.9,98,77.158
2026-06-28 07:35:00,0.0,-255.9,-255.9,98,67.225
2026-06-28 07:40:00,0.0,-251.7,-251.7,98,68.526
2026-06-28 07:45:00,0.0,-289.8,-289.8,98,72.043
2026-06-28 07:50:00,0.0,-366.0,-366.0,98,95.176
2026-06-28 07:55:00,0.0,-330.3,-330.3,98,37.899
2026-06-28 08:00:00,225.6,-4.2,-223.7,98,79.651
2026-06-28 08:05:00,125.3,-4.8,-130.8,95,121.654
2026-06-28 08:10:00,95.8,-6.3,-102.3,93,132.108
2026-06-28 08:15:00,80.9,-48.0,-128.6,92,112.42
2026-06-28 08:20:00,250.3,-26.7,-277.0,88,82.937
2026-06-28 08:25:00,223.5,-8.4,-232.4,85,39.566
2026-06-28 08:30:00,197.9,-9.9,-208.6,81,26.682
2026-06-28 08:35:00,158.8,-2.1,-161.1,78,34.1
2026-06-28 08:40:00,172.0,-17.4,-190.0,76,24.781
2026-06-28 08:45:00,122.3,-26.1,-148.4,74,34.184
2026-06-28 08:50:00,86.0,-7.5,-93.1,72,52.579
2026-06-28 08:55:00,50.7,-14.4,-65.1,71,84.866
2026-06-28 09:00:00,16.1,-11.1,-27.0,71,107.72
2026-06-28 09:05:00,73.3,-7.2,-80.4,70,145.275
2026-06-28 09:10:00,51.1,-13.2,-64.5,70,120.315
2026-06-28 09:15:00,89.8,-75.0,-164.8,69,103.456
2026-06-28 09:20:00,240.2,-17.1,-257.7,66,62.413
2026-06-28 09:25:00,171.5,-12.6,-184.3,63,112.837
2026-06-28 09:30:00,249.8,-21.0,-270.9,60,73.87
2026-06-28 09:35:00,212.3,-17.7,-229.9,56,91.034
2026-06-28 09:40:00,70.6,-21.6,-92.9,54,192.168
2026-06-28 09:45:00,-59.2,-17.7,41.5,54,247.168
2026-06-28 09:50:00,84.0,-8.4,-92.5,55,276.645
2026-06-28 09:55:00,100.1,-6.9,-107.2,53,277.03
2026-06-28 10:00:00,174.5,-4.8,-179.2,51,155.787
2026-06-28 10:05:00,104.2,-15.0,-119.1,49,132.172
2026-06-28 10:10:00,81.1,-10.8,-92.3,47,100.505
2026-06-28 10:15:00,56.1,-5.7,-61.7,46,114.179
2026-06-28 10:20:00,1.9,-12.6,-14.4,45,134.091
2026-06-28 10:25:00,18.8,-17.7,-36.5,45,117.984
2026-06-28 10:30:00,69.1,-7.8,-76.7,44,74.412
2026-06-28 10:35:00,-68.1,-9.9,58.4,45,294.226
2026-06-28 10:40:00,-109.8,-7.8,102.0,46,334.912
2026-06-28 10:45:00,-54.5,-1.8,52.7,46,177.616
2026-06-28 10:50:00,-4.8,-18.3,-13.4,46,208.476
2026-06-28 10:55:00,105.6,0.9,-104.5,46,176.156
2026-06-28 11:00:00,250.2,-60.3,-310.6,42,103.329
2026-06-28 11:05:00,250.1,-69.9,-319.2,38,95.404
2026-06-28 11:10:00,116.4,-4.5,-120.8,35,184.903
2026-06-28 11:15:00,45.2,-8.7,-53.7,34,207.572
2026-06-28 11:20:00,14.2,-3.9,-17.9,32,161.646
2026-06-28 11:25:00,78.8,-8.4,-87.4,32,71.396
2026-06-28 11:30:00,65.1,-3.3,-68.6,30,54.172
2026-06-28 11:35:00,12.1,-4.8,-16.7,30,55.218
2026-06-28 11:40:00,0.8,-7.8,-8.6,30,66.957
2026-06-28 11:45:00,120.0,-8.1,-128.5,28,67.467
2026-06-28 11:50:00,94.7,-6.0,-100.3,26,72.94
2026-06-28 11:55:00,73.6,-3.6,-77.2,24,75.278
2026-06-28 12:00:00,-249.7,-334.5,-84.8,23,83.042
2026-06-28 12:05:00,-159.2,-712.2,-553.0,27,84.562
2026-06-28 12:10:00,-165.6,-712.8,-547.3,29,104.816
2026-06-28 12:15:00,-214.0,-712.5,-498.5,32,115.15
2026-06-28 12:20:00,-249.9,-640.8,-390.8,36,111.133
2026-06-28 12:25:00,-249.7,-680.1,-430.4,40,122.109
2026-06-28 12:30:00,-249.4,-537.3,-287.7,43,107.458
2026-06-28 12:35:00,-250.1,-498.3,-248.2,47,106.029
2026-06-28 12:40:00,-250.0,-359.7,-109.8,50,93.761
2026-06-28 12:45:00,-250.0,-313.8,-64.0,54,104.109
2026-06-28 12:50:00,-249.7,-326.1,-76.6,58,108.861
2026-06-28 12:55:00,-249.8,-348.3,-98.5,62,56.134
2026-06-28 13:00:00,-249.5,-296.7,-47.1,65,129.185
2026-06-28 13:05:00,-249.8,-266.1,-16.7,69,190.104
2026-06-28 13:10:00,-249.4,-445.2,-195.8,72,194.66
2026-06-28 13:15:00,-249.8,-387.3,-137.4,76,197.396
2026-06-28 13:20:00,-249.7,-386.4,-136.6,80,172.339
2026-06-28 13:25:00,-249.6,-385.2,-135.4,83,184.532
2026-06-28 13:30:00,-249.9,-357.3,-107.4,87,192.626
2026-06-28 13:35:00,-249.4,-353.7,-104.2,91,210.049
2026-06-28 13:40:00,-249.9,-295.8,-45.9,94,237.535
2026-06-28 13:45:00,-150.1,-257.7,-107.2,97,184.577
2026-06-28 13:50:00,0.0,-66.0,-66.0,98,176.149
2026-06-28 13:55:00,0.0,-91.2,-91.2,98,181.187
2026-06-28 14:00:00,13.9,-3.3,-16.7,98,176.002
2026-06-28 14:05:00,5.9,0.3,-5.6,98,169.754
2026-06-28 14:10:00,35.1,-4.8,-39.9,98,172.879
2026-06-28 14:15:00,0.0,40.8,40.8,98,230.888
