时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-06-23 00:00:00,-81.4,-100.8,-12.9,3,0.0
2026-06-23 00:05:00,-89.9,-569.1,-479.2,4,0.0
2026-06-23 00:10:00,-89.7,-510.0,-420.1,6,0.0
2026-06-23 00:15:00,-89.9,-543.9,-454.0,7,0.0
2026-06-23 00:20:00,-89.9,-454.8,-365.0,8,0.0
2026-06-23 00:25:00,-89.8,-379.5,-289.6,10,0.0
2026-06-23 00:30:00,-90.0,-340.2,-250.4,11,0.0
2026-06-23 00:35:00,-89.8,-319.5,-229.7,13,0.0
2026-06-23 00:40:00,-89.7,-277.8,-188.0,14,0.0
2026-06-23 00:45:00,-89.8,-344.4,-254.6,15,0.0
2026-06-23 00:50:00,-89.7,-332.7,-243.0,17,0.0
2026-06-23 00:55:00,-89.5,-294.0,-204.5,18,0.0
2026-06-23 01:00:00,-89.8,-240.6,-150.8,19,0.0
2026-06-23 01:05:00,-89.9,-195.6,-105.7,21,0.0
2026-06-23 01:10:00,-89.7,-231.9,-142.0,22,0.0
2026-06-23 01:15:00,-89.5,-249.3,-159.7,23,0.0
2026-06-23 01:20:00,-89.8,-209.1,-119.5,25,0.0
2026-06-23 01:25:00,-89.8,-201.0,-111.2,26,0.0
2026-06-23 01:30:00,-89.8,-171.3,-81.6,27,0.0
2026-06-23 01:35:00,-89.7,-245.7,-156.1,29,0.0
2026-06-23 01:40:00,-89.6,-245.4,-155.8,30,0.0
2026-06-23 01:45:00,-89.8,-200.7,-110.9,31,0.0
2026-06-23 01:50:00,-89.7,-164.1,-74.4,33,0.0
2026-06-23 01:55:00,-90.0,-231.9,-142.2,34,0.0
2026-06-23 02:00:00,-89.7,-203.1,-113.3,36,0.0
2026-06-23 02:05:00,-89.9,-172.8,-82.9,37,0.0
2026-06-23 02:10:00,-89.7,-172.5,-82.7,38,0.0
2026-06-23 02:15:00,-89.7,-152.1,-62.4,40,0.0
2026-06-23 02:20:00,-89.9,-155.7,-65.9,41,0.0
2026-06-23 02:25:00,-89.7,-234.0,-144.3,42,0.0
2026-06-23 02:30:00,-89.7,-268.5,-178.7,44,0.0
2026-06-23 02:35:00,-89.8,-298.2,-208.4,45,0.0
2026-06-23 02:40:00,-89.8,-339.3,-249.8,46,0.0
2026-06-23 02:45:00,-89.8,-314.7,-225.0,48,0.0
2026-06-23 02:50:00,-89.9,-283.8,-194.0,49,0.0
2026-06-23 02:55:00,-89.8,-207.0,-117.2,50,0.0
2026-06-23 03:00:00,-89.7,-170.4,-80.7,52,0.0
2026-06-23 03:05:00,-89.7,-158.4,-68.7,53,0.0
2026-06-23 03:10:00,-89.9,-161.7,-71.9,54,0.0
2026-06-23 03:15:00,-89.8,-198.3,-108.5,56,0.0
2026-06-23 03:20:00,-89.8,-189.6,-99.8,57,0.0
2026-06-23 03:25:00,-89.8,-192.9,-103.2,58,0.0
2026-06-23 03:30:00,-90.0,-173.4,-83.7,60,0.0
2026-06-23 03:35:00,-89.8,-168.0,-78.2,61,0.0
2026-06-23 03:40:00,-89.9,-150.0,-60.2,62,0.0
2026-06-23 03:45:00,-89.9,-145.5,-55.5,64,0.0
2026-06-23 03:50:00,-89.7,-130.2,-40.6,65,0.0
2026-06-23 03:55:00,-89.8,-129.0,-39.1,66,0.0
2026-06-23 04:00:00,-90.0,-123.6,-33.7,68,0.0
2026-06-23 04:05:00,-90.0,-119.1,-29.1,69,0.0
2026-06-23 04:10:00,-89.6,-118.2,-28.3,71,0.0
2026-06-23 04:15:00,-89.9,-118.5,-28.6,72,0.0
2026-06-23 04:20:00,-90.0,-115.5,-25.5,73,0.0
2026-06-23 04:25:00,-89.9,-116.7,-26.7,75,0.0
2026-06-23 04:30:00,-90.0,-109.5,-19.6,76,0.0
2026-06-23 04:35:00,-90.1,-101.1,-11.2,77,0.0
2026-06-23 04:40:00,-89.9,-100.2,-10.3,79,0.0
2026-06-23 04:45:00,-89.6,-98.7,-9.1,80,0.0
2026-06-23 04:50:00,-89.7,-181.8,-92.1,81,0.0
2026-06-23 04:55:00,-89.6,-147.6,-58.0,82,0.0
2026-06-23 05:00:00,-89.6,-120.3,-30.6,84,0.0
2026-06-23 05:05:00,-89.7,-137.4,-47.8,85,0.0
2026-06-23 05:10:00,-89.7,-106.2,-16.5,86,0.0
2026-06-23 05:15:00,-89.6,-98.7,-9.0,88,0.0
2026-06-23 05:20:00,-89.8,-98.4,-8.7,89,0.0
2026-06-23 05:25:00,-89.6,-100.2,-10.4,90,0.0
2026-06-23 05:30:00,-89.7,-99.6,-9.9,91,0.12
2026-06-23 05:35:00,-89.6,-96.6,-7.0,92,1.771
2026-06-23 05:40:00,-89.4,-95.1,-5.4,94,3.172
2026-06-23 05:45:00,-89.7,-97.8,-8.1,95,4.414
2026-06-23 05:50:00,-89.8,-96.9,-7.3,96,6.556
2026-06-23 05:55:00,-90.0,-132.3,-42.5,98,8.481
2026-06-23 06:00:00,0.0,-81.3,-81.3,98,10.782
2026-06-23 06:05:00,0.0,-73.8,-73.8,98,12.854
