时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-05-07 00:00:00,-42.3,-32.1,-32.1,3,0.0
2026-05-07 00:05:00,-45.0,-314.4,-269.4,4,0.0
2026-05-07 00:10:00,-45.0,-369.6,-324.6,6,0.0
2026-05-07 00:15:00,-45.0,-330.0,-285.1,7,0.0
2026-05-07 00:20:00,-44.9,-300.0,-255.1,8,0.0
2026-05-07 00:25:00,-44.9,-189.6,-144.7,10,0.0
2026-05-07 00:30:00,-45.0,-153.3,-108.3,11,0.0
2026-05-07 00:35:00,-44.8,-250.8,-205.8,12,0.0
2026-05-07 00:40:00,-45.0,-282.0,-237.0,14,0.0
2026-05-07 00:45:00,-45.1,-270.3,-225.2,15,0.0
2026-05-07 00:50:00,-45.0,-246.6,-201.9,16,0.0
2026-05-07 00:55:00,-45.0,-200.4,-155.6,18,0.0
2026-05-07 01:00:00,-44.9,-154.8,-109.7,19,0.0
2026-05-07 01:05:00,-44.9,-162.6,-117.6,20,0.0
2026-05-07 01:10:00,-44.9,-147.0,-102.1,22,0.0
2026-05-07 01:15:00,-45.0,-132.3,-87.4,23,0.0
2026-05-07 01:20:00,-45.0,-126.9,-82.1,24,0.0
2026-05-07 01:25:00,-45.0,-117.6,-72.6,25,0.0
2026-05-07 01:30:00,-44.8,-402.3,-357.3,26,0.0
2026-05-07 01:35:00,-44.7,-379.5,-334.4,28,0.0
2026-05-07 01:40:00,-44.9,-440.4,-395.5,29,0.0
2026-05-07 01:45:00,-45.0,-348.3,-303.4,30,0.0
2026-05-07 01:50:00,-45.0,-178.8,-133.8,31,0.0
2026-05-07 01:55:00,-44.9,-158.1,-113.1,32,0.0
2026-05-07 02:00:00,-45.0,-114.9,-69.9,34,0.0
2026-05-07 02:05:00,-45.0,-58.2,-13.3,35,0.0
2026-05-07 02:10:00,-45.0,-49.8,-5.0,36,0.0
2026-05-07 02:15:00,-45.0,-49.5,-4.5,37,0.0
2026-05-07 02:20:00,-44.9,-50.1,-5.2,38,0.0
2026-05-07 02:25:00,-44.9,-106.2,-61.1,40,0.0
2026-05-07 02:30:00,-44.9,-61.5,-16.6,41,0.0
2026-05-07 02:35:00,-44.9,-101.1,-56.2,42,0.0
2026-05-07 02:40:00,-44.9,-87.0,-42.1,43,0.0
2026-05-07 02:45:00,-44.9,-80.1,-35.2,44,0.0
2026-05-07 02:50:00,-45.0,-71.4,-26.4,46,0.0
2026-05-07 02:55:00,-44.8,-69.9,-24.9,47,0.0
2026-05-07 03:00:00,-45.0,-134.4,-89.5,48,0.0
2026-05-07 03:05:00,-44.9,-125.7,-80.8,49,0.0
2026-05-07 03:10:00,-45.1,-138.3,-93.5,50,0.0
2026-05-07 03:15:00,-45.0,-138.9,-94.1,52,0.0
2026-05-07 03:20:00,-45.0,-138.9,-93.9,53,0.0
2026-05-07 03:25:00,-45.0,-177.9,-132.9,54,0.0
2026-05-07 03:30:00,-45.0,-199.5,-154.5,55,0.0
2026-05-07 03:35:00,-45.0,-243.9,-198.8,56,0.0
2026-05-07 03:40:00,-44.9,-348.3,-303.4,58,0.0
2026-05-07 03:45:00,-44.9,-330.6,-285.8,59,0.0
2026-05-07 03:50:00,-45.0,-308.4,-263.6,60,0.0
2026-05-07 03:55:00,-45.1,-272.7,-227.6,61,0.0
2026-05-07 04:00:00,-45.0,-208.2,-163.4,62,0.0
2026-05-07 04:05:00,-45.0,-174.0,-129.0,64,0.0
2026-05-07 04:10:00,-44.9,-98.4,-53.5,65,0.0
2026-05-07 04:15:00,-45.0,-97.8,-52.9,66,0.0
2026-05-07 04:20:00,-45.0,-131.1,-86.1,67,0.0
2026-05-07 04:25:00,-44.9,-225.0,-180.0,68,0.0
2026-05-07 04:30:00,-44.9,-212.1,-167.1,70,0.0
2026-05-07 04:35:00,-45.0,-166.8,-121.8,71,0.0
2026-05-07 04:40:00,-45.0,-148.8,-103.9,72,0.0
2026-05-07 04:45:00,-45.1,-112.8,-68.1,73,0.0
2026-05-07 04:50:00,-44.8,-138.0,-93.2,74,0.0
2026-05-07 04:55:00,-45.0,-133.8,-88.8,76,0.0
2026-05-07 05:00:00,-44.9,-112.2,-67.2,77,0.0
2026-05-07 05:05:00,-44.9,-60.6,-15.8,78,0.0
2026-05-07 05:10:00,-44.9,-50.4,-5.4,79,0.0
2026-05-07 05:15:00,-45.1,-50.1,-5.1,80,0.0
2026-05-07 05:20:00,-44.9,-51.0,-6.0,82,0.0
2026-05-07 05:25:00,-45.0,-149.1,-104.2,83,0.0
2026-05-07 05:30:00,-45.0,-148.8,-103.8,84,0.0
2026-05-07 05:35:00,-45.0,-119.4,-74.5,85,0.0
2026-05-07 05:40:00,-45.0,-98.1,-53.1,86,0.0
2026-05-07 05:45:00,-44.9,-88.8,-44.0,88,0.508
2026-05-07 05:50:00,-44.8,-75.6,-30.8,89,2.149
2026-05-07 05:55:00,-45.1,-47.4,-2.5,90,3.053
2026-05-07 06:00:00,-45.0,-46.5,-1.5,91,4.179
2026-05-07 06:05:00,-44.8,-43.8,1.1,92,5.424
2026-05-07 06:10:00,-45.0,-70.8,-25.8,93,5.541
2026-05-07 06:15:00,0.0,-49.2,-49.2,98,10.147
2026-05-07 06:20:00,0.0,-87.0,-87.0,98,13.722
2026-05-07 06:25:00,0.0,-179.7,-179.7,98,15.713
2026-05-07 06:30:00,0.0,-305.4,-305.4,98,17.088
2026-05-07 06:35:00,0.0,-265.5,-265.5,98,18.851
2026-05-07 06:40:00,0.0,-251.4,-251.4,98,23.883
2026-05-07 06:45:00,0.0,-162.9,-162.9,98,25.251
2026-05-07 06:50:00,0.0,-192.9,-192.9,98,27.767
2026-05-07 06:55:00,0.0,-219.6,-219.6,98,28.044
2026-05-07 07:00:00,0.0,-171.3,-171.3,98,33.576
2026-05-07 07:05:00,0.0,-120.0,-120.0,98,41.785
2026-05-07 07:10:00,0.0,-102.6,-102.6,98,42.892
2026-05-07 07:15:00,0.0,-227.4,-227.4,98,45.383
2026-05-07 07:20:00,0.0,-195.0,-195.0,98,49.633
2026-05-07 07:25:00,0.0,-107.1,-107.1,98,54.304
2026-05-07 07:30:00,0.0,-30.3,-30.3,98,52.212
2026-05-07 07:35:00,0.0,0.3,0.3,98,53.335
2026-05-07 07:40:00,0.0,-14.7,-14.7,98,49.212
2026-05-07 07:45:00,0.0,-14.7,-14.7,98,52.11
2026-05-07 07:50:00,0.0,-60.3,-60.3,98,59.735
2026-05-07 07:55:00,0.0,-150.9,-150.9,98,60.608
2026-05-07 08:00:00,117.1,-52.5,-94.5,98,58.057
2026-05-07 08:05:00,124.8,-57.9,-182.7,94,48.386
2026-05-07 08:10:00,124.9,-18.9,-144.0,91,44.183
2026-05-07 08:15:00,119.9,-5.1,-125.1,87,42.799
2026-05-07 08:20:00,99.5,-19.5,-119.1,84,41.152
2026-05-07 08:25:00,78.4,-12.0,-91.4,81,38.528
2026-05-07 08:30:00,124.9,-73.8,-198.7,78,38.313
2026-05-07 08:35:00,125.0,-36.0,-161.0,75,37.489
2026-05-07 08:40:00,124.7,-78.6,-203.4,71,44.063
2026-05-07 08:45:00,125.1,-80.7,-205.1,67,49.009
2026-05-07 08:50:00,125.2,-69.9,-195.0,64,53.106
2026-05-07 08:55:00,81.3,4.8,-76.5,60,56.485
2026-05-07 09:00:00,124.8,-96.6,-221.5,57,59.102
2026-05-07 09:05:00,125.0,-199.2,-324.2,53,65.581
2026-05-07 09:10:00,125.1,-207.6,-332.7,49,74.591
2026-05-07 09:15:00,125.3,-104.7,-230.0,45,81.26
2026-05-07 09:20:00,124.8,-214.5,-339.4,42,87.288
2026-05-07 09:25:00,124.7,-152.7,-277.9,38,118.305
2026-05-07 09:30:00,125.3,-102.0,-227.2,34,130.916
2026-05-07 09:35:00,73.4,-6.9,-80.6,31,144.074
2026-05-07 09:40:00,122.4,-17.7,-139.8,28,116.332
2026-05-07 09:45:00,124.3,-70.2,-195.1,24,82.79
2026-05-07 09:50:00,124.8,-56.4,-181.3,20,79.819
2026-05-07 09:55:00,125.0,-62.1,-187.0,17,76.861
2026-05-07 10:00:00,125.5,-55.5,-180.6,13,76.153
2026-05-07 10:05:00,125.7,-108.9,-234.0,9,75.074
