时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-07-11 00:00:00,-23.3,-141.0,-117.7,3,0.0
2026-07-11 00:05:00,-89.7,-609.9,-520.2,4,0.0
2026-07-11 00:10:00,-89.8,-631.8,-542.0,6,0.0
2026-07-11 00:15:00,-89.8,-582.3,-492.5,7,0.0
2026-07-11 00:20:00,-89.7,-555.0,-465.3,9,0.0
2026-07-11 00:25:00,-89.7,-477.3,-387.6,10,0.0
2026-07-11 00:30:00,-89.7,-361.8,-272.2,11,0.0
2026-07-11 00:35:00,-89.6,-556.5,-466.9,13,0.0
2026-07-11 00:40:00,-89.5,-486.9,-397.2,14,0.0
2026-07-11 00:45:00,-89.7,-432.6,-342.8,15,0.0
2026-07-11 00:50:00,-89.6,-319.5,-230.0,17,0.0
2026-07-11 00:55:00,-89.7,-291.3,-201.7,18,0.0
2026-07-11 01:00:00,-89.6,-194.4,-104.8,20,0.0
2026-07-11 01:05:00,-89.6,-177.3,-87.7,21,0.0
2026-07-11 01:10:00,-89.7,-126.3,-36.6,22,0.0
2026-07-11 01:15:00,-89.6,-125.7,-36.0,24,0.0
2026-07-11 01:20:00,-89.7,-124.5,-35.0,25,0.0
2026-07-11 01:25:00,-89.7,-125.1,-35.3,26,0.0
2026-07-11 01:30:00,-89.6,-124.8,-35.0,28,0.0
2026-07-11 01:35:00,-89.7,-119.4,-29.7,29,0.0
2026-07-11 01:40:00,-89.6,-119.4,-29.8,30,0.0
2026-07-11 01:45:00,-89.8,-99.3,-9.6,32,0.0
2026-07-11 01:50:00,-89.7,-99.6,-10.0,33,0.0
2026-07-11 01:55:00,-89.7,-99.3,-9.5,34,0.0
2026-07-11 02:00:00,-89.7,-99.6,-10.0,36,0.0
2026-07-11 02:05:00,-89.6,-99.6,-10.0,37,0.0
2026-07-11 02:10:00,-89.6,-99.9,-10.3,38,0.0
2026-07-11 02:15:00,-89.6,-99.0,-9.4,40,0.0
2026-07-11 02:20:00,-89.7,-99.3,-9.6,41,0.0
2026-07-11 02:25:00,-89.5,-179.7,-90.0,42,0.0
2026-07-11 02:30:00,-89.8,-192.3,-102.7,44,0.0
2026-07-11 02:35:00,-89.8,-179.4,-89.6,45,0.0
2026-07-11 02:40:00,-89.6,-180.0,-90.5,46,0.0
2026-07-11 02:45:00,-89.9,-184.5,-95.0,48,0.0
2026-07-11 02:50:00,-89.6,-180.0,-90.3,49,0.0
2026-07-11 02:55:00,-89.7,-178.8,-89.3,50,0.0
2026-07-11 03:00:00,-89.8,-160.2,-70.5,52,0.0
2026-07-11 03:05:00,-89.5,-126.0,-36.3,53,0.0
2026-07-11 03:10:00,-89.5,-122.1,-32.5,54,0.0
2026-07-11 03:15:00,-89.7,-155.1,-65.4,56,0.0
2026-07-11 03:20:00,-89.6,-228.9,-139.3,57,0.0
2026-07-11 03:25:00,-89.6,-262.2,-172.7,59,0.0
2026-07-11 03:30:00,-89.6,-258.0,-168.2,60,0.0
2026-07-11 03:35:00,-89.7,-256.5,-166.9,61,0.0
2026-07-11 03:40:00,-89.6,-193.5,-103.8,63,0.0
2026-07-11 03:45:00,-89.8,-178.2,-88.5,64,0.0
2026-07-11 03:50:00,-89.6,-340.8,-251.3,65,0.0
2026-07-11 03:55:00,-89.5,-205.8,-116.3,67,0.0
2026-07-11 04:00:00,-89.6,-215.4,-125.8,68,0.0
2026-07-11 04:05:00,-89.6,-207.9,-118.4,69,0.0
2026-07-11 04:10:00,-89.6,-170.4,-80.8,71,0.0
2026-07-11 04:15:00,-89.7,-213.0,-123.5,72,0.0
2026-07-11 04:20:00,-89.7,-213.9,-124.2,73,0.0
2026-07-11 04:25:00,-89.8,-167.4,-77.7,75,0.0
2026-07-11 04:30:00,-89.7,-153.9,-64.3,76,0.0
2026-07-11 04:35:00,-89.7,-150.3,-60.8,78,0.0
2026-07-11 04:40:00,-89.9,-128.4,-38.7,79,0.0
2026-07-11 04:45:00,-89.7,-108.0,-18.2,80,0.0
2026-07-11 04:50:00,-89.7,-166.8,-77.1,82,0.0
2026-07-11 04:55:00,-89.6,-159.6,-69.8,83,0.0
2026-07-11 05:00:00,-89.8,-158.4,-68.6,84,0.0
2026-07-11 05:05:00,-89.6,-137.4,-47.7,85,0.0
2026-07-11 05:10:00,-89.7,-133.5,-43.8,87,0.0
2026-07-11 05:15:00,-89.5,-133.8,-44.1,88,0.0
2026-07-11 05:20:00,-89.6,-134.7,-44.9,89,0.0
2026-07-11 05:25:00,-89.6,-99.6,-10.1,90,0.0
2026-07-11 05:30:00,-89.6,-99.9,-10.3,92,0.0
2026-07-11 05:35:00,-89.5,-99.3,-9.5,93,0.0
2026-07-11 05:40:00,-89.6,-97.5,-7.8,94,1.389
2026-07-11 05:45:00,-89.9,-96.0,-6.1,95,2.97
2026-07-11 05:50:00,-89.6,-93.9,-4.3,97,4.53
2026-07-11 05:55:00,0.0,-1.5,-1.5,98,6.72
2026-07-11 06:00:00,0.0,-7.5,-7.5,98,8.685
2026-07-11 06:05:00,0.0,1.8,1.8,98,10.927
2026-07-11 06:10:00,0.0,4.8,4.8,98,13.331
2026-07-11 06:15:00,0.0,8.7,8.7,98,16.93
2026-07-11 06:20:00,0.0,-76.2,-76.2,98,22.688
2026-07-11 06:25:00,0.0,-267.3,-267.3,98,27.621
2026-07-11 06:30:00,0.0,-264.3,-264.3,98,32.452
2026-07-11 06:35:00,0.0,-324.9,-324.9,98,37.435
2026-07-11 06:40:00,0.0,-342.9,-342.9,98,42.001
2026-07-11 06:45:00,0.0,-256.5,-256.5,98,48.887
2026-07-11 06:50:00,0.0,-149.7,-149.7,98,56.164
2026-07-11 06:55:00,0.0,-245.7,-245.7,98,62.911
2026-07-11 07:00:00,0.0,-158.4,-158.4,98,72.349
2026-07-11 07:05:00,0.0,-42.6,-42.6,98,81.128
2026-07-11 07:10:00,0.0,-22.2,-22.2,98,73.588
2026-07-11 07:15:00,0.0,50.1,50.1,98,80.753
2026-07-11 07:20:00,0.0,-53.1,-53.1,98,100.723
2026-07-11 07:25:00,0.0,-166.2,-166.2,98,107.873
2026-07-11 07:30:00,0.0,-146.4,-146.4,98,117.8
2026-07-11 07:35:00,0.0,-86.7,-86.7,98,131.536
2026-07-11 07:40:00,0.0,-401.7,-401.7,98,57.756
2026-07-11 07:45:00,0.0,-196.2,-196.2,98,160.234
2026-07-11 07:50:00,0.0,-132.9,-132.9,98,179.358
2026-07-11 07:55:00,0.0,-180.3,-180.3,98,183.066
2026-07-11 08:00:00,113.8,-22.2,-141.9,98,181.769
2026-07-11 08:05:00,63.5,-14.4,-77.8,96,188.931
2026-07-11 08:10:00,137.8,-6.3,-143.8,95,195.447
2026-07-11 08:15:00,101.4,-8.4,-105.0,94,209.814
2026-07-11 08:20:00,107.5,3.0,-107.4,92,227.692
2026-07-11 08:25:00,58.9,-2.1,-61.0,91,242.328
2026-07-11 08:30:00,0.0,-5.1,-5.1,90,255.143
2026-07-11 08:35:00,152.7,-6.6,-157.9,90,289.475
2026-07-11 08:40:00,141.0,-9.0,-149.5,88,257.665
2026-07-11 08:45:00,101.0,-16.5,-117.3,85,245.363
2026-07-11 08:50:00,154.8,-9.3,-164.7,84,172.115
2026-07-11 08:55:00,-63.1,-13.5,49.7,84,261.207
2026-07-11 09:00:00,-135.5,-2.7,132.7,85,262.028
2026-07-11 09:05:00,-108.9,-6.3,102.6,87,266.823
2026-07-11 09:10:00,-166.5,-9.0,157.4,89,272.965
2026-07-11 09:15:00,-188.3,-5.7,179.4,92,278.682
2026-07-11 09:20:00,-196.2,-0.9,192.9,95,304.609
2026-07-11 09:25:00,-152.2,-10.2,142.0,97,282.754
2026-07-11 09:30:00,0.0,180.6,180.6,98,298.06
2026-07-11 09:35:00,0.0,111.0,111.0,98,308.442
2026-07-11 09:40:00,2.1,-12.3,-14.3,98,318.217
2026-07-11 09:45:00,2.9,-7.5,-10.4,98,322.251
2026-07-11 09:50:00,0.0,-8.1,-8.1,97,328.876
2026-07-11 09:55:00,0.0,60.0,60.0,97,340.304
2026-07-11 10:00:00,0.0,95.1,95.1,97,356.487
2026-07-11 10:05:00,0.0,100.8,100.8,97,323.106
2026-07-11 10:10:00,0.0,128.7,128.7,97,373.474
2026-07-11 10:15:00,0.0,145.2,145.2,97,343.676
2026-07-11 10:20:00,0.0,70.2,70.2,97,216.144
2026-07-11 10:25:00,0.0,54.6,54.6,97,207.671
2026-07-11 10:30:00,29.7,-9.6,-39.3,97,197.794
2026-07-11 10:35:00,0.0,3.3,3.3,97,186.135
2026-07-11 10:40:00,0.0,3.0,3.0,97,229.814
2026-07-11 10:45:00,0.0,63.9,63.9,97,259.384
2026-07-11 10:50:00,0.0,120.6,120.6,97,278.743
2026-07-11 10:55:00,0.0,109.8,109.8,97,258.64
2026-07-11 11:00:00,0.0,71.1,71.1,97,252.48
2026-07-11 11:05:00,0.0,45.9,45.9,97,228.574
2026-07-11 11:10:00,0.0,275.7,275.7,97,479.519
2026-07-11 11:15:00,0.0,61.5,61.5,97,257.416
2026-07-11 11:20:00,0.0,199.5,199.5,97,333.195
2026-07-11 11:25:00,0.0,86.7,86.7,97,378.766
2026-07-11 11:30:00,0.0,111.3,111.3,97,376.227
2026-07-11 11:35:00,0.0,112.5,112.5,97,301.476
2026-07-11 11:40:00,0.0,192.6,192.6,97,399.689
2026-07-11 11:45:00,0.0,129.9,129.9,97,389.765
2026-07-11 11:50:00,0.0,172.5,172.5,97,392.956
2026-07-11 11:55:00,0.0,131.4,131.4,97,384.565
2026-07-11 12:00:00,0.0,69.0,69.0,97,384.147
2026-07-11 12:05:00,71.8,-3.6,-75.6,96,383.265
2026-07-11 12:10:00,0.0,42.9,42.9,96,376.751
2026-07-11 12:15:00,0.0,-6.9,-6.9,96,384.687
2026-07-11 12:20:00,0.0,114.6,114.6,96,381.165
2026-07-11 12:25:00,0.0,81.0,81.0,96,377.54
2026-07-11 12:30:00,0.0,79.8,79.8,96,376.533
2026-07-11 12:35:00,0.0,81.9,81.9,96,376.893
2026-07-11 12:40:00,29.3,-3.0,-32.5,95,374.191
2026-07-11 12:45:00,0.0,-1.8,-1.8,95,367.478
2026-07-11 12:50:00,19.5,-19.8,-39.4,95,366.943
2026-07-11 12:55:00,0.0,4.2,4.2,95,370.343
2026-07-11 13:00:00,44.5,-7.5,-54.0,94,368.959
2026-07-11 13:05:00,78.6,1.5,-77.4,93,370.832
2026-07-11 13:10:00,-135.7,-5.4,130.5,94,373.267
2026-07-11 13:15:00,-154.8,-5.1,149.8,96,371.852
2026-07-11 13:20:00,-142.4,28.8,171.6,98,385.543
2026-07-11 13:25:00,0.0,153.3,153.3,98,359.915
2026-07-11 13:30:00,0.0,181.5,181.5,98,350.209
2026-07-11 13:35:00,0.0,48.9,48.9,98,289.552
2026-07-11 13:40:00,0.0,21.6,21.6,98,292.616
2026-07-11 13:45:00,56.3,-12.3,-68.7,96,197.186
2026-07-11 13:50:00,250.2,-12.0,-262.4,94,131.041
2026-07-11 13:55:00,-69.9,-11.4,58.4,92,351.357
2026-07-11 14:00:00,-156.7,-23.7,133.0,93,348.927
2026-07-11 14:05:00,-242.7,75.9,318.6,95,428.74
2026-07-11 14:10:00,-121.0,168.3,290.1,98,385.733
2026-07-11 14:15:00,0.0,310.2,310.2,98,388.152
2026-07-11 14:20:00,0.0,262.5,262.5,98,368.918
2026-07-11 14:25:00,0.0,84.9,84.9,98,173.719
2026-07-11 14:30:00,0.0,183.6,183.6,98,396.931
2026-07-11 14:35:00,0.0,39.9,39.9,98,343.792
2026-07-11 14:40:00,0.0,125.7,125.7,98,357.134
2026-07-11 14:45:00,0.0,37.5,37.5,98,338.96
2026-07-11 14:50:00,27.8,-9.9,-37.7,98,338.486
2026-07-11 14:55:00,35.5,-15.9,-51.4,97,328.408
2026-07-11 15:00:00,36.3,-12.6,-48.5,97,315.298
2026-07-11 15:05:00,9.1,-7.2,-16.3,96,318.2
2026-07-11 15:10:00,0.0,11.4,11.4,96,320.521
2026-07-11 15:15:00,0.0,61.2,61.2,96,309.363
2026-07-11 15:20:00,0.0,30.6,30.6,96,305.122
2026-07-11 15:25:00,0.0,98.1,98.1,96,295.191
2026-07-11 15:30:00,0.0,113.1,113.1,96,302.713
2026-07-11 15:35:00,0.0,79.2,79.2,96,275.741
2026-07-11 15:40:00,0.0,56.1,56.1,96,272.493
2026-07-11 15:45:00,0.0,60.0,60.0,96,200.607
2026-07-11 15:50:00,0.0,48.3,48.3,96,225.86
2026-07-11 15:55:00,14.6,-8.1,-22.9,96,142.644
2026-07-11 16:00:00,0.0,1.2,1.2,95,233.885
2026-07-11 16:05:00,122.6,-10.5,-133.1,94,70.495
2026-07-11 16:10:00,140.2,-15.9,-156.5,91,108.569
2026-07-11 16:15:00,241.2,-1.2,-247.2,88,170.713
2026-07-11 16:20:00,81.5,-13.5,-95.0,85,200.088
2026-07-11 16:25:00,250.3,-38.1,-288.4,83,62.716
2026-07-11 16:30:00,244.5,-8.1,-253.4,80,53.59
