时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-06-06 00:00:00,-49.3,-10.8,-10.8,3,0.0
2026-06-06 00:05:00,-89.9,-473.7,-383.9,4,0.0
2026-06-06 00:10:00,-89.9,-553.5,-463.6,6,0.0
2026-06-06 00:15:00,-89.8,-532.5,-442.9,7,0.0
2026-06-06 00:20:00,-89.7,-536.4,-446.6,9,0.0
2026-06-06 00:25:00,-89.7,-529.5,-439.8,10,0.0
2026-06-06 00:30:00,-89.8,-492.3,-402.6,11,0.0
2026-06-06 00:35:00,-89.8,-337.2,-247.4,13,0.0
2026-06-06 00:40:00,-89.9,-305.1,-215.4,14,0.0
2026-06-06 00:45:00,-89.9,-255.3,-165.4,15,0.0
2026-06-06 00:50:00,-89.9,-168.0,-78.3,17,0.0
2026-06-06 00:55:00,-89.7,-145.8,-56.1,18,0.0
2026-06-06 01:00:00,-89.9,-124.8,-35.1,19,0.0
2026-06-06 01:05:00,-89.8,-99.6,-9.9,21,0.0
2026-06-06 01:10:00,-89.9,-98.7,-8.8,22,0.0
2026-06-06 01:15:00,-89.8,-98.7,-8.9,24,0.0
2026-06-06 01:20:00,-89.8,-104.4,-14.6,25,0.0
2026-06-06 01:25:00,-89.8,-269.7,-180.0,26,0.0
2026-06-06 01:30:00,-89.9,-270.9,-181.3,27,0.0
2026-06-06 01:35:00,-89.8,-258.6,-168.9,29,0.0
2026-06-06 01:40:00,-89.6,-153.3,-63.6,30,0.0
2026-06-06 01:45:00,-90.0,-300.3,-210.5,32,0.0
2026-06-06 01:50:00,-89.7,-277.8,-188.0,33,0.0
2026-06-06 01:55:00,-89.6,-229.2,-139.5,34,0.0
2026-06-06 02:00:00,-89.7,-215.4,-125.7,36,0.0
2026-06-06 02:05:00,-89.6,-189.9,-100.2,37,0.0
2026-06-06 02:10:00,-89.6,-185.1,-95.5,38,0.0
2026-06-06 02:15:00,-89.7,-174.3,-84.6,40,0.0
2026-06-06 02:20:00,-89.7,-112.5,-22.9,41,0.0
2026-06-06 02:25:00,-89.6,-197.7,-108.1,42,0.0
