时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-06-30 00:00:00,-54.7,-112.8,-35.3,3,0.0
2026-06-30 00:05:00,-79.8,-456.0,-376.2,4,0.02
2026-06-30 00:10:00,-79.9,-440.1,-360.3,6,0.04
2026-06-30 00:15:00,-79.6,-420.9,-341.2,7,0.06
2026-06-30 00:20:00,-79.8,-471.6,-391.9,8,0.079
2026-06-30 00:25:00,-79.8,-405.9,-326.3,9,0.099
2026-06-30 00:30:00,-79.6,-396.3,-316.5,10,0.119
2026-06-30 00:35:00,-79.8,-362.4,-282.6,12,0.139
2026-06-30 00:40:00,-79.8,-328.8,-249.0,13,0.159
2026-06-30 00:45:00,-79.7,-262.8,-183.1,14,0.179
2026-06-30 00:50:00,-79.8,-245.4,-165.5,15,0.199
2026-06-30 00:55:00,-79.8,-235.8,-156.0,16,0.218
2026-06-30 01:00:00,-79.8,-196.8,-116.9,18,0.238
2026-06-30 01:05:00,-79.6,-169.5,-89.7,19,0.258
2026-06-30 01:10:00,-79.7,-151.5,-71.9,20,0.278
2026-06-30 01:15:00,-79.8,-150.6,-70.8,21,0.298
2026-06-30 01:20:00,-79.6,-143.7,-63.8,22,0.318
2026-06-30 01:25:00,-79.9,-141.3,-61.5,24,0.338
2026-06-30 01:30:00,-79.8,-126.0,-46.2,25,0.357
2026-06-30 01:35:00,-79.9,-161.7,-82.0,26,0.377
2026-06-30 01:40:00,-79.8,-137.7,-57.9,27,0.397
2026-06-30 01:45:00,-79.7,-138.9,-59.0,28,0.417
2026-06-30 01:50:00,-79.9,-138.3,-58.4,30,0.437
2026-06-30 01:55:00,-79.9,-187.8,-108.0,31,0.457
2026-06-30 02:00:00,-79.8,-177.9,-98.1,32,0.477
2026-06-30 02:05:00,-79.8,-121.2,-41.3,33,0.496
2026-06-30 02:10:00,-79.8,-151.2,-71.4,34,0.516
2026-06-30 02:15:00,-79.8,-125.4,-45.6,36,0.536
2026-06-30 02:20:00,-79.8,-246.0,-166.3,37,0.556
2026-06-30 02:25:00,-79.9,-242.4,-162.4,38,0.576
2026-06-30 02:30:00,-79.7,-274.8,-195.0,39,0.596
2026-06-30 02:35:00,-79.8,-412.8,-333.1,40,0.615
2026-06-30 02:40:00,-79.7,-282.3,-202.7,42,0.635
2026-06-30 02:45:00,-79.8,-232.2,-152.4,43,0.655
2026-06-30 02:50:00,-79.7,-169.8,-90.3,44,0.675
2026-06-30 02:55:00,-79.7,-209.7,-130.1,45,0.695
2026-06-30 03:00:00,-79.8,-203.4,-123.7,46,0.715
2026-06-30 03:05:00,-79.9,-177.0,-97.5,48,0.735
2026-06-30 03:10:00,-79.6,-171.6,-91.9,49,0.754
2026-06-30 03:15:00,-79.7,-159.0,-79.3,50,0.774
2026-06-30 03:20:00,-79.7,-137.7,-58.0,51,0.794
2026-06-30 03:25:00,-79.8,-132.6,-52.8,52,0.814
2026-06-30 03:30:00,-79.7,-98.4,-18.8,54,0.834
2026-06-30 03:35:00,-79.7,-95.4,-15.8,55,0.854
2026-06-30 03:40:00,-79.8,-184.5,-104.9,56,0.874
2026-06-30 03:45:00,-79.7,-151.5,-72.0,57,0.893
2026-06-30 03:50:00,-79.6,-132.0,-52.4,58,0.913
2026-06-30 03:55:00,-79.5,-125.1,-45.4,60,0.933
2026-06-30 04:00:00,-79.7,-123.9,-44.2,61,0.953
2026-06-30 04:05:00,-79.6,-96.0,-16.3,62,0.973
2026-06-30 04:10:00,-79.6,-153.3,-73.5,63,0.993
2026-06-30 04:15:00,-79.8,-176.1,-96.4,64,1.013
2026-06-30 04:20:00,-79.5,-153.9,-74.2,66,1.032
2026-06-30 04:25:00,-79.5,-153.9,-74.3,67,1.052
2026-06-30 04:30:00,-79.6,-120.6,-41.0,68,1.072
2026-06-30 04:35:00,-79.7,-90.0,-10.2,69,1.092
2026-06-30 04:40:00,-79.8,-86.7,-7.3,70,1.112
2026-06-30 04:45:00,-79.5,-84.9,-5.2,72,1.132
2026-06-30 04:50:00,-79.5,-144.6,-65.1,73,1.152
2026-06-30 04:55:00,-79.7,-129.3,-49.7,74,1.171
2026-06-30 05:00:00,-79.7,-218.1,-138.5,75,1.191
2026-06-30 05:05:00,-79.8,-174.0,-94.5,76,1.211
2026-06-30 05:10:00,-79.8,-92.7,-12.9,78,1.212
2026-06-30 05:15:00,-79.7,-86.1,-6.7,79,1.212
