时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-06-05 00:00:00,-44.8,-191.7,-146.9,3,0.0
2026-06-05 00:05:00,-89.8,-572.1,-482.2,5,0.0
2026-06-05 00:10:00,-89.6,-490.5,-400.9,6,0.0
2026-06-05 00:15:00,-89.8,-453.3,-363.5,7,0.0
2026-06-05 00:20:00,-89.7,-380.4,-290.8,9,0.0
2026-06-05 00:25:00,-89.7,-281.1,-191.5,10,0.0
2026-06-05 00:30:00,-89.5,-236.1,-146.4,11,0.0
2026-06-05 00:35:00,-89.7,-255.6,-166.1,13,0.0
2026-06-05 00:40:00,-89.8,-269.1,-179.5,14,0.0
2026-06-05 00:45:00,-89.6,-255.0,-165.3,16,0.0
2026-06-05 00:50:00,-89.6,-197.7,-108.0,17,0.0
2026-06-05 00:55:00,-89.8,-157.5,-67.8,18,0.0
2026-06-05 01:00:00,-89.4,-133.5,-44.1,20,0.0
2026-06-05 01:05:00,-89.5,-129.0,-39.3,21,0.0
2026-06-05 01:10:00,-89.6,-127.5,-37.9,22,0.0
2026-06-05 01:15:00,-89.5,-119.7,-30.2,24,0.0
2026-06-05 01:20:00,-89.7,-117.9,-28.2,25,0.0
2026-06-05 01:25:00,-89.6,-116.7,-27.0,26,0.0
2026-06-05 01:30:00,-89.6,-99.3,-9.7,28,0.0
2026-06-05 01:35:00,-89.6,-98.7,-8.9,29,0.0
2026-06-05 01:40:00,-89.7,-174.3,-84.6,30,0.0
2026-06-05 01:45:00,-89.6,-175.2,-85.6,32,0.0
2026-06-05 01:50:00,-89.7,-174.9,-85.2,33,0.0
2026-06-05 01:55:00,-89.7,-181.5,-91.7,34,0.0
2026-06-05 02:00:00,-89.5,-160.5,-71.0,36,0.0
2026-06-05 02:05:00,-89.7,-161.1,-71.6,37,0.0
2026-06-05 02:10:00,-89.7,-151.2,-61.5,38,0.0
2026-06-05 02:15:00,-89.7,-150.9,-61.2,40,0.0
2026-06-05 02:20:00,-89.6,-124.2,-34.7,41,0.0
2026-06-05 02:25:00,-89.6,-192.3,-102.7,42,0.0
2026-06-05 02:30:00,-89.5,-212.7,-122.9,44,0.0
2026-06-05 02:35:00,-89.6,-251.7,-162.1,45,0.0
2026-06-05 02:40:00,-89.8,-252.6,-162.9,46,0.0
2026-06-05 02:45:00,-89.6,-253.2,-163.6,48,0.0
2026-06-05 02:50:00,-89.6,-323.7,-234.0,49,0.0
2026-06-05 02:55:00,-89.8,-307.8,-218.2,50,0.0
2026-06-05 03:00:00,-89.6,-260.4,-170.8,52,0.0
2026-06-05 03:05:00,-89.5,-234.0,-144.5,53,0.0
2026-06-05 03:10:00,-89.7,-195.3,-105.6,55,0.0
2026-06-05 03:15:00,-89.6,-168.9,-79.1,56,0.0
2026-06-05 03:20:00,-89.7,-165.0,-75.4,57,0.0
2026-06-05 03:25:00,-89.7,-141.3,-51.6,59,0.0
2026-06-05 03:30:00,-89.7,-200.7,-111.0,60,0.0
2026-06-05 03:35:00,-89.5,-182.4,-92.7,61,0.0
2026-06-05 03:40:00,-89.8,-185.4,-95.6,63,0.0
2026-06-05 03:45:00,-89.7,-164.1,-74.4,64,0.0
2026-06-05 03:50:00,-89.7,-161.1,-71.5,65,0.0
2026-06-05 03:55:00,-89.5,-143.7,-54.1,67,0.0
2026-06-05 04:00:00,-89.6,-117.6,-28.0,68,0.0
2026-06-05 04:05:00,-89.6,-117.9,-28.4,69,0.0
2026-06-05 04:10:00,-89.5,-164.4,-74.7,71,0.0
2026-06-05 04:15:00,-89.8,-156.0,-66.3,72,0.0
2026-06-05 04:20:00,-89.9,-152.7,-63.0,73,0.0
2026-06-05 04:25:00,-89.9,-138.3,-48.6,75,0.0
2026-06-05 04:30:00,-89.5,-104.7,-15.0,76,0.0
2026-06-05 04:35:00,-89.6,-98.7,-9.0,78,0.0
2026-06-05 04:40:00,-89.7,-99.0,-9.4,79,0.0
2026-06-05 04:45:00,-89.8,-98.1,-8.7,80,0.0
2026-06-05 04:50:00,-89.6,-97.8,-8.3,81,0.0
2026-06-05 04:55:00,-89.7,-102.6,-12.9,82,0.0
2026-06-05 05:00:00,-89.7,-99.3,-9.7,84,0.0
2026-06-05 05:05:00,-89.6,-162.0,-72.4,85,0.0
2026-06-05 05:10:00,-89.6,-257.4,-167.5,86,0.0
2026-06-05 05:15:00,-89.5,-257.1,-167.6,88,0.0
2026-06-05 05:20:00,-89.7,-225.6,-136.0,89,0.0
2026-06-05 05:25:00,-89.8,-206.7,-116.9,90,0.0
2026-06-05 05:30:00,-89.7,-256.5,-166.4,91,0.0
2026-06-05 05:35:00,-89.4,-230.7,-141.0,92,1.923
2026-06-05 05:40:00,-89.9,-212.1,-122.4,94,4.281
2026-06-05 05:45:00,-89.9,-199.2,-109.4,95,4.772
2026-06-05 05:50:00,-89.5,-166.5,-76.9,96,7.098
2026-06-05 05:55:00,-89.9,-140.4,-50.5,98,10.22
2026-06-05 06:00:00,0.0,-45.9,-45.9,98,13.462
2026-06-05 06:05:00,0.0,-18.3,-18.3,98,16.878
2026-06-05 06:10:00,0.0,-13.2,-13.2,98,23.119
2026-06-05 06:15:00,0.0,6.3,6.3,98,27.491
2026-06-05 06:20:00,0.0,11.1,11.1,98,32.27
2026-06-05 06:25:00,0.0,-60.3,-60.3,98,34.124
2026-06-05 06:30:00,0.0,-170.4,-170.4,98,34.748
2026-06-05 06:35:00,0.0,-165.6,-165.6,98,37.447
2026-06-05 06:40:00,0.0,-160.5,-160.5,98,34.237
2026-06-05 06:45:00,0.0,-285.9,-285.9,98,41.045
2026-06-05 06:50:00,0.0,-362.1,-362.1,98,50.406
2026-06-05 06:55:00,0.0,-328.5,-328.5,98,76.079
2026-06-05 07:00:00,0.0,-284.1,-284.1,98,66.078
2026-06-05 07:05:00,0.0,-201.3,-201.3,98,84.238
2026-06-05 07:10:00,0.0,-109.2,-109.2,98,104.485
2026-06-05 07:15:00,0.0,-121.5,-121.5,98,97.739
2026-06-05 07:20:00,0.0,-181.5,-181.5,98,103.53
2026-06-05 07:25:00,0.0,-149.7,-149.7,98,108.107
2026-06-05 07:30:00,0.0,-70.2,-70.2,98,113.783
2026-06-05 07:35:00,0.0,-183.6,-183.6,98,124.56
2026-06-05 07:40:00,0.0,-136.2,-136.2,98,132.055
2026-06-05 07:45:00,0.0,-122.7,-122.7,98,133.368
2026-06-05 07:50:00,0.0,-94.2,-94.2,98,135.887
2026-06-05 07:55:00,0.0,-69.9,-69.9,98,148.749
2026-06-05 08:00:00,67.7,-15.3,-83.0,98,148.3
2026-06-05 08:05:00,36.0,-9.3,-45.2,97,158.382
2026-06-05 08:10:00,99.4,-0.6,-100.0,96,162.19
2026-06-05 08:15:00,232.6,-8.4,-241.6,94,166.511
2026-06-05 08:20:00,193.0,-8.4,-201.1,90,178.845
