时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-05-15 00:00:00,-35.6,-124.8,-80.1,3,0.0
2026-05-15 00:05:00,-45.1,-201.6,-156.5,5,0.0
2026-05-15 00:10:00,-45.0,-176.4,-131.6,6,0.0
2026-05-15 00:15:00,-44.9,-201.0,-156.1,8,0.0
2026-05-15 00:20:00,-45.0,-231.0,-186.2,9,0.0
2026-05-15 00:25:00,-44.9,-195.9,-151.0,10,0.0
2026-05-15 00:30:00,-45.0,-151.5,-106.6,12,0.0
2026-05-15 00:35:00,-45.0,-142.8,-97.8,13,0.0
2026-05-15 00:40:00,-45.0,-137.1,-92.1,14,0.0
2026-05-15 00:45:00,-45.0,-135.3,-90.5,16,0.0
2026-05-15 00:50:00,-44.9,-148.5,-103.6,17,0.0
2026-05-15 00:55:00,-44.8,-245.7,-200.8,18,0.0
2026-05-15 01:00:00,-45.0,-237.6,-192.5,20,0.0
2026-05-15 01:05:00,-44.9,-203.7,-158.8,21,0.0
2026-05-15 01:10:00,-45.0,-235.2,-190.2,22,0.0
2026-05-15 01:15:00,-44.8,-214.2,-169.2,23,0.0
2026-05-15 01:20:00,-44.8,-189.9,-144.9,25,0.0
2026-05-15 01:25:00,-45.1,-182.4,-137.5,26,0.0
2026-05-15 01:30:00,-45.0,-138.3,-93.3,27,0.0
2026-05-15 01:35:00,-44.8,-185.4,-140.4,28,0.0
2026-05-15 01:40:00,-45.1,-176.1,-131.1,30,0.0
2026-05-15 01:45:00,-45.0,-177.3,-132.3,31,0.0
2026-05-15 01:50:00,-45.0,-144.9,-99.9,32,0.0
2026-05-15 01:55:00,-44.8,-119.4,-74.7,33,0.0
2026-05-15 02:00:00,-45.1,-87.3,-42.3,35,0.0
2026-05-15 02:05:00,-44.9,-87.6,-42.8,36,0.0
2026-05-15 02:10:00,-45.1,-66.6,-21.6,37,0.0
2026-05-15 02:15:00,-44.9,-64.2,-19.2,38,0.0
2026-05-15 02:20:00,-44.9,-67.2,-22.4,40,0.0
2026-05-15 02:25:00,-45.0,-63.0,-17.9,41,0.0
2026-05-15 02:30:00,-45.0,-58.5,-13.5,42,0.0
2026-05-15 02:35:00,-45.0,-58.8,-13.8,44,0.0
2026-05-15 02:40:00,-45.0,-60.0,-15.0,45,0.0
2026-05-15 02:45:00,-44.8,-60.3,-15.2,46,0.0
2026-05-15 02:50:00,-44.9,-60.0,-15.0,47,0.0
2026-05-15 02:55:00,-45.1,-60.3,-15.4,49,0.0
2026-05-15 03:00:00,-45.0,-51.0,-6.0,50,0.0
2026-05-15 03:05:00,-44.9,-127.5,-82.6,51,0.0
2026-05-15 03:10:00,-44.9,-188.4,-143.3,52,0.0
2026-05-15 03:15:00,-45.0,-181.8,-136.8,54,0.0
2026-05-15 03:20:00,-44.9,-268.8,-223.8,55,0.0
2026-05-15 03:25:00,-44.9,-247.8,-202.8,56,0.0
2026-05-15 03:30:00,-45.0,-329.7,-284.7,57,0.0
2026-05-15 03:35:00,-45.0,-312.9,-268.0,59,0.0
2026-05-15 03:40:00,-45.0,-184.8,-139.8,60,0.0
2026-05-15 03:45:00,-45.0,-254.1,-209.0,61,0.0
2026-05-15 03:50:00,-44.9,-247.5,-202.6,62,0.0
2026-05-15 03:55:00,-44.9,-207.6,-162.7,64,0.0
2026-05-15 04:00:00,-44.8,-152.7,-107.7,65,0.0
2026-05-15 04:05:00,-45.0,-129.6,-84.6,66,0.0
