时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-06-20 00:00:00,-89.7,-130.2,-40.4,54,0.0
2026-06-20 00:05:00,-89.8,-388.5,-298.7,56,0.0
2026-06-20 00:10:00,-89.6,-612.0,-522.3,57,0.0
2026-06-20 00:15:00,-89.8,-487.2,-397.9,58,0.0
2026-06-20 00:20:00,-89.8,-473.1,-383.4,60,0.0
2026-06-20 00:25:00,-89.7,-415.2,-325.5,61,0.0
2026-06-20 00:30:00,-89.7,-427.2,-337.4,63,0.0
2026-06-20 00:35:00,-89.7,-375.9,-286.2,64,0.0
2026-06-20 00:40:00,-89.8,-391.5,-301.6,65,0.0
2026-06-20 00:45:00,-89.6,-398.1,-308.5,67,0.0
2026-06-20 00:50:00,-89.8,-390.6,-301.0,68,0.0
2026-06-20 00:55:00,-89.6,-360.0,-270.2,69,0.0
2026-06-20 01:00:00,-89.8,-311.1,-221.4,71,0.0
2026-06-20 01:05:00,-89.6,-258.3,-168.6,72,0.0
2026-06-20 01:10:00,-89.7,-190.8,-101.1,73,0.0
2026-06-20 01:15:00,-89.7,-162.3,-72.8,75,0.0
2026-06-20 01:20:00,-89.8,-219.9,-130.1,76,0.0
2026-06-20 01:25:00,-89.8,-214.8,-125.0,77,0.0
2026-06-20 01:30:00,-89.7,-203.1,-113.4,79,0.0
2026-06-20 01:35:00,-89.5,-174.6,-84.9,80,0.0
2026-06-20 01:40:00,-89.7,-200.4,-110.7,82,0.0
2026-06-20 01:45:00,-89.7,-185.7,-96.0,83,0.0
2026-06-20 01:50:00,-89.6,-186.6,-97.0,84,0.0
2026-06-20 01:55:00,-89.6,-179.7,-90.0,86,0.0
2026-06-20 02:00:00,-89.8,-176.1,-86.4,87,0.0
2026-06-20 02:05:00,-89.7,-123.9,-34.3,88,0.0
2026-06-20 02:10:00,-89.8,-158.4,-68.9,89,0.0
2026-06-20 02:15:00,-89.7,-145.5,-55.7,90,0.0
2026-06-20 02:20:00,-89.7,-193.2,-103.3,92,0.0
2026-06-20 02:25:00,-89.8,-171.9,-82.0,93,0.0
