时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-07-10 00:00:00,-86.9,-191.7,-103.7,3,0.0
2026-07-10 00:05:00,-90.1,-298.5,-208.5,4,0.0
2026-07-10 00:10:00,-89.9,-305.1,-215.1,6,0.0
2026-07-10 00:15:00,-89.9,-406.5,-316.6,7,0.0
2026-07-10 00:20:00,-89.8,-386.7,-296.9,8,0.0
2026-07-10 00:25:00,-89.7,-322.5,-232.8,10,0.0
2026-07-10 00:30:00,-89.7,-319.5,-229.8,11,0.0
2026-07-10 00:35:00,-89.8,-221.4,-131.7,13,0.0
2026-07-10 00:40:00,-89.8,-169.5,-79.7,14,0.0
2026-07-10 00:45:00,-89.8,-157.2,-67.3,15,0.0
2026-07-10 00:50:00,-89.6,-102.3,-12.5,17,0.0
2026-07-10 00:55:00,-89.7,-284.7,-195.0,18,0.0
2026-07-10 01:00:00,-89.7,-350.7,-260.9,19,0.0
2026-07-10 01:05:00,-89.6,-310.2,-220.3,21,0.0
2026-07-10 01:10:00,-89.7,-305.4,-215.6,22,0.0
2026-07-10 01:15:00,-89.5,-287.7,-198.1,23,0.0
2026-07-10 01:20:00,-89.9,-264.0,-174.3,25,0.0
2026-07-10 01:25:00,-89.8,-205.8,-116.1,26,0.0
2026-07-10 01:30:00,-89.8,-222.0,-132.1,27,0.0
2026-07-10 01:35:00,-89.8,-213.9,-124.2,29,0.0
2026-07-10 01:40:00,-89.9,-214.8,-125.1,30,0.0
2026-07-10 01:45:00,-89.7,-212.1,-122.4,32,0.0
2026-07-10 01:50:00,-89.8,-360.0,-270.2,33,0.0
2026-07-10 01:55:00,-89.7,-343.2,-253.5,34,0.0
2026-07-10 02:00:00,-89.9,-269.7,-179.9,36,0.0
2026-07-10 02:05:00,-89.6,-222.9,-133.3,37,0.0
2026-07-10 02:10:00,-89.9,-298.8,-208.9,38,0.0
2026-07-10 02:15:00,-89.6,-288.0,-198.2,40,0.0
2026-07-10 02:20:00,-89.9,-251.1,-161.2,41,0.0
2026-07-10 02:25:00,-89.9,-206.7,-116.8,42,0.0
2026-07-10 02:30:00,-89.6,-188.7,-99.1,44,0.0
2026-07-10 02:35:00,-89.7,-212.1,-122.2,45,0.0
2026-07-10 02:40:00,-89.8,-197.1,-107.2,46,0.0
