时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-07-07 00:00:00,-44.7,-62.4,-7.8,3,0.0
2026-07-07 00:05:00,-89.9,-630.0,-540.2,4,0.0
2026-07-07 00:10:00,-89.6,-668.7,-578.9,6,0.0
2026-07-07 00:15:00,-89.7,-617.1,-527.3,7,0.0
2026-07-07 00:20:00,-89.6,-546.3,-456.5,9,0.0
2026-07-07 00:25:00,-89.7,-432.9,-343.1,10,0.0
2026-07-07 00:30:00,-89.9,-479.7,-389.9,11,0.0
2026-07-07 00:35:00,-89.7,-398.7,-308.9,13,0.0
2026-07-07 00:40:00,-89.8,-342.9,-253.1,14,0.0
2026-07-07 00:45:00,-89.9,-256.5,-166.7,15,0.0
2026-07-07 00:50:00,-89.6,-159.9,-70.2,17,0.0
2026-07-07 00:55:00,-89.8,-233.1,-143.4,18,0.0
2026-07-07 01:00:00,-89.7,-225.9,-136.4,19,0.0
2026-07-07 01:05:00,-89.8,-200.4,-110.7,21,0.0
2026-07-07 01:10:00,-89.8,-183.0,-93.3,22,0.0
2026-07-07 01:15:00,-89.7,-259.2,-169.4,24,0.0
2026-07-07 01:20:00,-89.6,-238.8,-149.0,25,0.0
2026-07-07 01:25:00,-89.8,-196.2,-106.6,26,0.0
2026-07-07 01:30:00,-89.4,-166.5,-77.1,28,0.0
2026-07-07 01:35:00,-89.8,-146.1,-56.2,29,0.0
2026-07-07 01:40:00,-89.5,-207.9,-118.4,30,0.0
2026-07-07 01:45:00,-89.8,-276.3,-186.4,32,0.0
2026-07-07 01:50:00,-89.7,-227.7,-138.1,33,0.0
2026-07-07 01:55:00,-89.5,-229.5,-140.0,34,0.0
2026-07-07 02:00:00,-89.7,-256.8,-167.1,36,0.0
2026-07-07 02:05:00,-89.6,-221.7,-132.1,37,0.0
2026-07-07 02:10:00,-89.7,-227.4,-137.7,38,0.0
2026-07-07 02:15:00,-89.7,-195.3,-105.5,40,0.0
2026-07-07 02:20:00,-89.8,-174.0,-84.3,41,0.0
2026-07-07 02:25:00,-89.6,-113.4,-23.8,42,0.0
2026-07-07 02:30:00,-89.5,-110.4,-21.0,44,0.0
2026-07-07 02:35:00,-89.8,-113.7,-23.9,45,0.0
2026-07-07 02:40:00,-89.7,-147.9,-58.4,46,0.0
2026-07-07 02:45:00,-89.5,-147.9,-58.2,48,0.0
2026-07-07 02:50:00,-89.5,-151.8,-62.2,49,0.0
2026-07-07 02:55:00,-89.6,-143.7,-54.0,50,0.0
2026-07-07 03:00:00,-89.6,-143.4,-53.8,52,0.0
2026-07-07 03:05:00,-89.4,-142.2,-52.5,53,0.0
2026-07-07 03:10:00,-89.7,-141.6,-52.2,54,0.0
2026-07-07 03:15:00,-89.9,-134.1,-44.4,56,0.0
2026-07-07 03:20:00,-89.6,-121.8,-32.1,57,0.0
2026-07-07 03:25:00,-89.6,-370.5,-280.9,58,0.0
2026-07-07 03:30:00,-89.8,-353.4,-263.8,60,0.0
2026-07-07 03:35:00,-89.7,-301.8,-212.1,61,0.0
2026-07-07 03:40:00,-89.6,-267.0,-177.1,63,0.0
2026-07-07 03:45:00,-89.5,-234.3,-144.8,64,0.0
2026-07-07 03:50:00,-89.4,-335.7,-246.0,65,0.0
2026-07-07 03:55:00,-89.7,-298.5,-208.9,67,0.0
2026-07-07 04:00:00,-89.8,-250.2,-160.6,68,0.0
2026-07-07 04:05:00,-89.6,-221.1,-131.4,69,0.0
2026-07-07 04:10:00,-89.7,-211.8,-122.3,71,0.0
2026-07-07 04:15:00,-89.6,-159.9,-70.3,72,0.0
2026-07-07 04:20:00,-89.7,-179.7,-90.0,73,0.0
2026-07-07 04:25:00,-89.6,-166.5,-76.6,75,0.0
2026-07-07 04:30:00,-89.7,-155.1,-65.4,76,0.0
2026-07-07 04:35:00,-89.7,-142.5,-52.8,78,0.0
2026-07-07 04:40:00,-89.8,-142.8,-52.9,79,0.0
2026-07-07 04:45:00,-89.6,-126.0,-36.4,80,0.0
2026-07-07 04:50:00,-89.7,-99.3,-9.6,82,0.0
2026-07-07 04:55:00,-89.5,-98.7,-9.2,83,0.0
2026-07-07 05:00:00,-89.7,-98.1,-8.4,84,0.0
2026-07-07 05:05:00,-89.5,-103.5,-13.6,85,0.0
2026-07-07 05:10:00,-89.7,-116.4,-26.6,87,0.0
2026-07-07 05:15:00,-89.8,-141.0,-51.4,88,0.0
2026-07-07 05:20:00,-89.6,-135.3,-45.7,89,0.0
2026-07-07 05:25:00,-89.7,-135.3,-45.6,90,0.0
2026-07-07 05:30:00,-89.6,-132.6,-43.0,92,1.702
2026-07-07 05:35:00,-89.6,-94.8,-5.2,93,3.07
2026-07-07 05:40:00,-89.6,-94.2,-4.6,94,4.318
2026-07-07 05:45:00,-89.5,-94.2,-4.6,95,6.832
2026-07-07 05:50:00,-89.6,-187.2,-97.5,97,8.601
2026-07-07 05:55:00,0.0,-167.4,-167.4,98,9.206
2026-07-07 06:00:00,0.0,-137.4,-137.4,98,9.926
2026-07-07 06:05:00,0.0,-93.9,-93.9,98,12.462
2026-07-07 06:10:00,0.0,-85.8,-85.8,98,15.053
2026-07-07 06:15:00,0.0,-159.9,-159.9,98,18.993
2026-07-07 06:20:00,0.0,-299.7,-299.7,98,22.638
2026-07-07 06:25:00,0.0,-235.5,-235.5,98,27.274
2026-07-07 06:30:00,0.0,-182.4,-182.4,98,33.046
2026-07-07 06:35:00,0.0,-107.4,-107.4,98,49.64
2026-07-07 06:40:00,0.0,-132.0,-132.0,98,54.298
2026-07-07 06:45:00,0.0,-199.8,-199.8,98,56.828
2026-07-07 06:50:00,0.0,-195.9,-195.9,98,71.914
2026-07-07 06:55:00,0.0,-183.6,-183.6,98,56.978
2026-07-07 07:00:00,0.0,-170.1,-170.1,98,89.76
2026-07-07 07:05:00,0.0,-95.1,-95.1,98,148.027
2026-07-07 07:10:00,0.0,-112.2,-112.2,98,122.9
2026-07-07 07:15:00,0.0,-122.4,-122.4,98,62.585
2026-07-07 07:20:00,0.0,-122.1,-122.1,98,58.837
2026-07-07 07:25:00,0.0,-63.3,-63.3,98,79.564
2026-07-07 07:30:00,0.0,-48.0,-48.0,98,69.885
2026-07-07 07:35:00,0.0,-72.0,-72.0,98,82.636
2026-07-07 07:40:00,0.0,-90.9,-90.9,98,170.777
2026-07-07 07:45:00,0.0,-3.6,-3.6,98,216.801
2026-07-07 07:50:00,0.0,-172.2,-172.2,98,146.912
2026-07-07 07:55:00,0.0,-214.2,-214.2,98,122.487
2026-07-07 08:00:00,41.8,-183.0,-183.0,98,115.205
2026-07-07 08:05:00,223.9,-11.4,-237.1,95,57.711
2026-07-07 08:10:00,105.5,-11.1,-116.9,92,86.8
2026-07-07 08:15:00,184.7,-7.5,-191.6,89,53.008
2026-07-07 08:20:00,215.4,-10.2,-225.4,87,80.426
2026-07-07 08:25:00,249.5,-168.0,-417.7,83,94.838
2026-07-07 08:30:00,249.5,-151.2,-401.5,79,114.924
2026-07-07 08:35:00,113.8,-4.8,-119.1,75,276.782
2026-07-07 08:40:00,168.2,-9.0,-177.6,74,188.279
2026-07-07 08:45:00,158.9,-13.5,-172.1,72,157.259
2026-07-07 08:50:00,29.5,-7.2,-36.7,70,237.791
2026-07-07 08:55:00,-18.4,9.9,28.2,70,303.541
2026-07-07 09:00:00,-62.0,7.5,69.4,72,256.728
2026-07-07 09:05:00,-212.7,2.4,215.4,74,370.339
2026-07-07 09:10:00,-85.1,-6.9,78.3,76,273.35
2026-07-07 09:15:00,4.9,-5.1,-10.1,77,176.751
2026-07-07 09:20:00,-239.2,-22.8,216.3,78,410.56
2026-07-07 09:25:00,-47.4,10.5,58.0,81,390.525
2026-07-07 09:30:00,-125.1,25.5,150.6,81,351.571
2026-07-07 09:35:00,-57.7,24.6,82.2,83,265.963
2026-07-07 09:40:00,81.1,-5.1,-86.7,82,126.073
2026-07-07 09:45:00,218.3,-12.9,-231.9,79,66.44
2026-07-07 09:50:00,149.5,-2.1,-152.4,76,50.22
2026-07-07 09:55:00,242.6,-7.5,-249.8,73,29.956
2026-07-07 10:00:00,249.6,-111.6,-361.0,70,27.153
2026-07-07 10:05:00,184.5,-0.9,-185.4,66,10.077
2026-07-07 10:10:00,163.1,-10.8,-173.5,63,13.775
2026-07-07 10:15:00,154.5,-2.7,-157.6,61,22.139
2026-07-07 10:20:00,249.4,-21.6,-271.0,57,24.396
2026-07-07 10:25:00,241.5,-5.4,-246.9,53,38.344
2026-07-07 10:30:00,225.6,-9.9,-235.5,49,45.298
2026-07-07 10:35:00,201.3,-7.5,-208.9,46,49.534
2026-07-07 10:40:00,136.2,-19.5,-155.4,43,52.651
2026-07-07 10:45:00,100.6,-9.6,-110.4,41,56.858
2026-07-07 10:50:00,147.0,-11.4,-158.3,39,62.854
2026-07-07 10:55:00,79.0,-3.0,-83.9,37,73.848
2026-07-07 11:00:00,62.2,-1.8,-64.0,36,86.533
2026-07-07 11:05:00,-1.9,-5.1,-3.2,36,98.106
2026-07-07 11:10:00,25.9,-6.9,-32.6,35,105.155
2026-07-07 11:15:00,-42.5,-0.9,41.7,36,121.878
2026-07-07 11:20:00,-64.0,-6.9,57.2,36,128.79
2026-07-07 11:25:00,41.6,-9.0,-50.3,36,133.723
2026-07-07 11:30:00,33.0,-3.0,-37.0,35,136.652
2026-07-07 11:35:00,74.3,-6.0,-80.8,35,144.416
2026-07-07 11:40:00,29.2,-1.8,-31.1,34,149.367
2026-07-07 11:45:00,20.5,-4.2,-24.8,33,147.952
2026-07-07 11:50:00,-43.3,-6.0,37.7,34,131.624
2026-07-07 11:55:00,1.7,-8.1,-9.7,34,67.602
2026-07-07 12:00:00,-249.7,-352.5,-102.8,33,22.063
2026-07-07 12:05:00,-249.7,-566.7,-317.2,37,8.769
2026-07-07 12:10:00,-249.7,-545.4,-295.8,41,16.179
2026-07-07 12:15:00,-249.5,-515.1,-265.2,44,24.038
2026-07-07 12:20:00,-249.9,-523.2,-273.5,48,26.7
2026-07-07 12:25:00,-249.5,-561.6,-312.1,52,28.858
2026-07-07 12:30:00,-249.6,-644.4,-395.0,55,36.239
2026-07-07 12:35:00,-249.7,-681.0,-431.0,59,41.963
2026-07-07 12:40:00,-250.0,-672.3,-422.3,63,44.604
2026-07-07 12:45:00,-249.7,-713.4,-463.9,66,45.866
2026-07-07 12:50:00,-249.6,-684.9,-435.0,70,46.248
2026-07-07 12:55:00,-249.5,-620.4,-370.6,74,54.367
2026-07-07 13:00:00,-250.0,-479.4,-229.5,77,56.292
2026-07-07 13:05:00,-249.3,-556.2,-306.7,81,53.676
2026-07-07 13:10:00,-249.6,-470.7,-221.0,84,55.85
2026-07-07 13:15:00,-250.0,-569.7,-319.7,88,66.0
2026-07-07 13:20:00,-249.8,-672.0,-422.3,92,67.804
2026-07-07 13:25:00,-243.9,-589.8,-345.9,95,69.938
2026-07-07 13:30:00,-121.4,-345.6,-223.3,98,76.523
2026-07-07 13:35:00,0.0,-192.3,-192.3,98,81.202
2026-07-07 13:40:00,0.0,-180.3,-180.3,98,79.708
2026-07-07 13:45:00,0.0,-178.2,-178.2,98,83.237
2026-07-07 13:50:00,0.0,-195.3,-195.3,98,89.385
2026-07-07 13:55:00,0.0,-190.8,-190.8,98,94.681
2026-07-07 14:00:00,137.3,-50.7,-191.1,98,81.126
2026-07-07 14:05:00,169.7,-3.3,-173.1,95,84.062
2026-07-07 14:10:00,151.0,-6.0,-157.0,93,104.041
2026-07-07 14:15:00,83.3,-10.2,-93.5,91,104.687
2026-07-07 14:20:00,62.8,-0.9,-63.8,90,104.107
2026-07-07 14:25:00,158.6,-7.5,-165.2,88,113.928
2026-07-07 14:30:00,250.3,-18.6,-268.1,85,107.838
2026-07-07 14:35:00,95.3,-8.1,-103.4,82,116.673
2026-07-07 14:40:00,32.0,-2.4,-34.3,81,121.724
2026-07-07 14:45:00,11.4,-7.2,-18.6,81,123.022
2026-07-07 14:50:00,147.7,-6.6,-155.2,79,124.328
2026-07-07 14:55:00,250.0,-71.7,-320.9,76,124.604
2026-07-07 15:00:00,194.8,-4.2,-199.0,72,126.266
2026-07-07 15:05:00,250.5,-13.2,-263.2,69,123.596
2026-07-07 15:10:00,249.7,-16.8,-266.1,65,119.061
2026-07-07 15:15:00,167.0,-8.1,-175.9,62,117.907
2026-07-07 15:20:00,170.5,-4.2,-174.7,59,118.126
2026-07-07 15:25:00,165.1,3.0,-162.1,56,118.183
2026-07-07 15:30:00,153.8,2.4,-160.1,54,115.809
2026-07-07 15:35:00,175.0,-6.0,-181.5,51,114.094
2026-07-07 15:40:00,114.6,-6.0,-120.6,49,114.44
2026-07-07 15:45:00,35.7,-10.2,-45.8,48,115.326
2026-07-07 15:50:00,69.2,-9.3,-78.2,47,118.284
2026-07-07 15:55:00,-5.3,-5.1,0.2,47,122.159
2026-07-07 16:00:00,63.7,69.6,5.1,46,116.929
2026-07-07 16:05:00,120.7,-4.2,-124.9,45,108.222
2026-07-07 16:10:00,-33.8,-6.0,27.8,45,111.443
2026-07-07 16:15:00,-28.9,-6.3,22.5,45,117.802
2026-07-07 16:20:00,-9.8,-5.4,4.4,46,109.741
2026-07-07 16:25:00,13.0,-3.6,-16.5,45,115.162
2026-07-07 16:30:00,21.1,-8.4,-29.3,45,114.317
2026-07-07 16:35:00,102.1,-10.2,-112.1,44,115.214
2026-07-07 16:40:00,249.7,-102.0,-351.4,41,115.33
2026-07-07 16:45:00,249.9,-163.8,-413.3,37,103.397
2026-07-07 16:50:00,249.6,-122.1,-371.8,33,108.637
2026-07-07 16:55:00,249.3,-78.9,-328.5,29,86.026
2026-07-07 17:00:00,138.2,-5.1,-142.8,26,77.774
2026-07-07 17:05:00,174.4,-6.9,-181.4,23,73.227
2026-07-07 17:10:00,179.7,-7.8,-188.0,20,69.612
2026-07-07 17:15:00,148.0,-10.2,-158.9,17,67.485
2026-07-07 17:20:00,249.7,-25.2,-274.8,14,64.034
2026-07-07 17:25:00,249.6,-45.3,-295.1,10,61.978
2026-07-07 17:30:00,249.8,-21.3,-271.1,6,60.188
2026-07-07 17:35:00,0.0,-198.0,-198.0,3,59.562
2026-07-07 17:40:00,0.0,-226.5,-226.5,3,52.736
2026-07-07 17:45:00,0.0,-173.1,-173.1,3,47.501
2026-07-07 17:50:00,0.0,-129.3,-129.3,3,42.049
2026-07-07 17:55:00,0.0,-98.1,-98.1,3,36.892
2026-07-07 18:00:00,0.0,-48.0,-48.0,3,34.208
2026-07-07 18:05:00,-17.3,-6.0,11.2,3,30.374
