时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-07-13 00:00:00,-87.8,-172.5,-81.7,3,0.0
2026-07-13 00:05:00,-89.8,-593.4,-503.6,4,0.0
2026-07-13 00:10:00,-89.8,-591.6,-501.9,6,0.0
2026-07-13 00:15:00,-89.9,-591.0,-501.2,7,0.0
2026-07-13 00:20:00,-89.8,-600.3,-510.6,9,0.0
2026-07-13 00:25:00,-89.8,-477.0,-387.3,10,0.0
2026-07-13 00:30:00,-89.7,-442.5,-352.8,11,0.0
2026-07-13 00:35:00,-89.9,-413.4,-323.6,13,0.0
2026-07-13 00:40:00,-89.6,-420.9,-331.2,14,0.0
2026-07-13 00:45:00,-89.6,-359.4,-269.7,15,0.0
2026-07-13 00:50:00,-89.9,-308.7,-219.0,17,0.0
2026-07-13 00:55:00,-89.6,-264.0,-174.3,18,0.0
2026-07-13 01:00:00,-89.8,-201.6,-111.8,20,0.0
2026-07-13 01:05:00,-89.8,-146.4,-56.8,21,0.0
2026-07-13 01:10:00,-89.8,-124.5,-34.8,22,0.0
2026-07-13 01:15:00,-89.6,-124.5,-34.8,24,0.0
2026-07-13 01:20:00,-89.7,-404.1,-314.3,25,0.0
2026-07-13 01:25:00,-89.8,-383.4,-293.7,26,0.0
2026-07-13 01:30:00,-89.7,-317.1,-227.3,28,0.0
2026-07-13 01:35:00,-89.7,-285.6,-195.9,29,0.0
2026-07-13 01:40:00,-89.8,-237.0,-147.2,30,0.0
2026-07-13 01:45:00,-89.5,-183.6,-94.1,32,0.0
2026-07-13 01:50:00,-89.5,-155.4,-65.9,33,0.0
2026-07-13 01:55:00,-89.7,-254.1,-164.3,34,0.0
2026-07-13 02:00:00,-89.6,-216.3,-126.7,36,0.0
2026-07-13 02:05:00,-89.5,-199.2,-109.4,37,0.0
2026-07-13 02:10:00,-89.5,-372.3,-282.8,38,0.0
2026-07-13 02:15:00,-89.6,-329.7,-240.1,40,0.0
2026-07-13 02:20:00,-89.7,-227.4,-137.8,41,0.0
2026-07-13 02:25:00,-89.7,-308.1,-218.6,42,0.0
2026-07-13 02:30:00,-89.5,-237.6,-147.9,44,0.0
2026-07-13 02:35:00,-89.8,-223.8,-134.2,45,0.0
2026-07-13 02:40:00,-89.7,-200.7,-111.1,46,0.0
2026-07-13 02:45:00,-89.7,-185.7,-96.2,48,0.0
2026-07-13 02:50:00,-89.6,-171.9,-82.3,49,0.0
2026-07-13 02:55:00,-89.6,-170.4,-80.7,50,0.0
2026-07-13 03:00:00,-89.6,-164.7,-75.1,52,0.0
2026-07-13 03:05:00,-89.7,-154.5,-64.8,53,0.0
2026-07-13 03:10:00,-89.8,-210.3,-120.7,55,0.0
2026-07-13 03:15:00,-89.7,-322.8,-233.2,56,0.0
2026-07-13 03:20:00,-89.6,-303.3,-213.8,57,0.0
2026-07-13 03:25:00,-89.5,-262.2,-172.7,59,0.0
2026-07-13 03:30:00,-89.7,-227.4,-137.7,60,0.0
2026-07-13 03:35:00,-89.7,-205.2,-115.6,61,0.0
2026-07-13 03:40:00,-89.6,-195.9,-106.3,63,0.0
2026-07-13 03:45:00,-89.7,-187.2,-97.6,64,0.0
2026-07-13 03:50:00,-89.7,-150.9,-61.3,65,0.0
2026-07-13 03:55:00,-89.7,-150.3,-60.7,67,0.0
2026-07-13 04:00:00,-89.7,-129.3,-39.8,68,0.0
2026-07-13 04:05:00,-89.6,-129.0,-39.4,69,0.0
2026-07-13 04:10:00,-89.4,-172.5,-83.0,71,0.0
2026-07-13 04:15:00,-89.6,-307.8,-218.2,72,0.0
2026-07-13 04:20:00,-89.7,-231.3,-141.6,74,0.0
2026-07-13 04:25:00,-89.8,-206.7,-117.0,75,0.0
2026-07-13 04:30:00,-89.7,-187.2,-97.5,76,0.0
2026-07-13 04:35:00,-89.8,-149.4,-59.6,78,0.0
2026-07-13 04:40:00,-89.8,-112.5,-22.7,79,0.0
2026-07-13 04:45:00,-89.6,-99.0,-9.2,80,0.0
2026-07-13 04:50:00,-89.9,-98.7,-9.0,82,0.0
2026-07-13 04:55:00,-89.8,-99.3,-9.6,83,0.0
2026-07-13 05:00:00,-89.7,-99.6,-9.9,84,0.0
2026-07-13 05:05:00,-89.6,-99.6,-9.8,85,0.0
2026-07-13 05:10:00,-89.6,-138.9,-49.3,87,0.0
2026-07-13 05:15:00,-89.6,-131.1,-41.4,88,0.0
2026-07-13 05:20:00,-89.8,-131.7,-41.9,89,0.0
2026-07-13 05:25:00,-89.6,-131.7,-42.1,90,0.0
2026-07-13 05:30:00,-89.7,-173.7,-84.2,92,0.0
2026-07-13 05:35:00,-89.7,-159.9,-70.1,93,0.0
2026-07-13 05:40:00,-89.6,-150.6,-60.9,94,0.0
2026-07-13 05:45:00,-90.0,-142.5,-52.8,95,1.432
2026-07-13 05:50:00,-89.9,-131.1,-41.3,97,2.376
2026-07-13 05:55:00,0.0,-26.7,-26.7,98,3.999
2026-07-13 06:00:00,0.0,-19.2,-19.2,98,5.298
2026-07-13 06:05:00,0.0,-1.2,-1.2,98,8.794
2026-07-13 06:10:00,0.0,3.0,3.0,98,12.48
2026-07-13 06:15:00,0.0,-3.3,-3.3,98,10.891
2026-07-13 06:20:00,0.0,6.3,6.3,98,13.501
2026-07-13 06:25:00,0.0,-91.5,-91.5,98,14.911
2026-07-13 06:30:00,0.0,-112.5,-112.5,98,16.222
2026-07-13 06:35:00,0.0,-226.5,-226.5,98,21.881
2026-07-13 06:40:00,0.0,-222.9,-222.9,98,27.712
2026-07-13 06:45:00,0.0,-279.0,-279.0,98,27.806
2026-07-13 06:50:00,0.0,-245.4,-245.4,98,24.659
2026-07-13 06:55:00,0.0,-207.6,-207.6,98,29.522
2026-07-13 07:00:00,0.0,-181.5,-181.5,98,37.636
2026-07-13 07:05:00,0.0,-240.0,-240.0,98,51.711
2026-07-13 07:10:00,0.0,-185.7,-185.7,98,58.522
2026-07-13 07:15:00,0.0,-213.0,-213.0,98,63.465
2026-07-13 07:20:00,0.0,-196.8,-196.8,98,63.599
2026-07-13 07:25:00,0.0,-345.0,-345.0,98,61.997
2026-07-13 07:30:00,0.0,-206.7,-206.7,98,60.871
2026-07-13 07:35:00,0.0,-237.0,-237.0,98,56.178
2026-07-13 07:40:00,0.0,-195.0,-195.0,98,54.417
2026-07-13 07:45:00,0.0,-230.4,-230.4,98,51.909
2026-07-13 07:50:00,0.0,-130.5,-130.5,98,66.186
2026-07-13 07:55:00,0.0,-132.3,-132.3,98,58.633
2026-07-13 08:00:00,140.2,-4.5,-146.4,98,55.189
2026-07-13 08:05:00,164.1,-5.4,-169.0,96,42.482
2026-07-13 08:10:00,205.2,-5.4,-210.2,93,27.281
2026-07-13 08:15:00,249.5,-11.1,-260.7,90,26.322
2026-07-13 08:20:00,219.7,-10.2,-230.7,87,30.283
2026-07-13 08:25:00,249.6,-35.7,-285.3,83,38.488
2026-07-13 08:30:00,249.8,-15.0,-264.3,79,38.765
2026-07-13 08:35:00,249.9,-77.1,-326.9,75,46.673
2026-07-13 08:40:00,249.4,-69.9,-319.9,71,103.212
2026-07-13 08:45:00,243.3,-11.7,-255.6,67,74.558
2026-07-13 08:50:00,249.1,-41.4,-291.2,63,62.992
2026-07-13 08:55:00,231.1,-18.9,-250.0,59,104.939
2026-07-13 09:00:00,118.8,-13.5,-132.3,56,180.912
2026-07-13 09:05:00,225.2,-4.8,-230.0,53,252.035
2026-07-13 09:10:00,36.5,-40.8,-77.5,51,303.98
2026-07-13 09:15:00,186.7,-8.1,-194.8,49,197.813
2026-07-13 09:20:00,108.7,-6.6,-115.3,47,249.662
2026-07-13 09:25:00,-35.1,-8.7,26.4,46,328.639
2026-07-13 09:30:00,33.7,-7.2,-40.9,46,332.397
2026-07-13 09:35:00,12.9,-5.7,-18.6,45,275.129
2026-07-13 09:40:00,125.5,-31.2,-157.4,46,321.043
2026-07-13 09:45:00,106.7,-4.2,-110.8,44,342.619
2026-07-13 09:50:00,54.9,-21.0,-75.8,43,356.489
2026-07-13 09:55:00,74.0,-10.8,-84.8,42,310.402
2026-07-13 10:00:00,7.7,0.0,-7.8,42,213.844
2026-07-13 10:05:00,-107.0,-4.2,102.7,42,260.087
2026-07-13 10:10:00,52.6,-6.3,-58.1,42,126.995
2026-07-13 10:15:00,49.1,-10.5,-59.5,41,95.781
2026-07-13 10:20:00,64.8,-4.2,-69.0,40,80.382
2026-07-13 10:25:00,37.8,-4.2,-42.3,39,62.588
2026-07-13 10:30:00,-106.0,-6.0,97.1,40,170.572
2026-07-13 10:35:00,-112.6,-12.0,100.5,41,180.156
2026-07-13 10:40:00,-45.9,-5.1,40.6,42,119.069
2026-07-13 10:45:00,76.3,-10.8,-87.4,42,71.674
2026-07-13 10:50:00,139.8,-36.3,-176.2,40,54.051
2026-07-13 10:55:00,164.0,-7.5,-171.6,37,50.254
2026-07-13 11:00:00,224.1,-6.6,-230.7,34,65.452
2026-07-13 11:05:00,209.3,-7.8,-217.0,31,86.848
2026-07-13 11:10:00,191.1,-2.1,-192.3,28,95.459
2026-07-13 11:15:00,180.4,-6.0,-186.2,24,128.881
2026-07-13 11:20:00,141.3,-6.0,-147.0,22,123.613
2026-07-13 11:25:00,249.5,-51.9,-301.4,18,97.577
2026-07-13 11:30:00,249.4,-13.8,-264.1,14,73.539
2026-07-13 11:35:00,249.4,-29.1,-278.7,10,73.773
2026-07-13 11:40:00,249.1,-109.2,-358.8,6,56.885
2026-07-13 11:45:00,0.0,-350.7,-350.7,3,53.288
2026-07-13 11:50:00,0.0,-264.0,-264.0,3,120.839
2026-07-13 11:55:00,0.0,-255.9,-255.9,3,125.977
2026-07-13 12:00:00,-247.9,-438.3,-189.5,3,187.421
2026-07-13 12:05:00,-250.0,-414.9,-165.1,7,288.198
2026-07-13 12:10:00,-249.8,-304.8,-55.0,11,355.237
2026-07-13 12:15:00,-249.9,-226.5,23.2,14,377.166
2026-07-13 12:20:00,-249.8,-307.2,-57.4,18,243.588
2026-07-13 12:25:00,-249.9,-251.1,-1.3,22,193.413
2026-07-13 12:30:00,-249.7,-419.1,-169.5,26,186.091
2026-07-13 12:35:00,-249.9,-459.3,-209.3,29,170.019
2026-07-13 12:40:00,-249.6,-423.9,-174.3,33,153.396
2026-07-13 12:45:00,-249.8,-456.9,-207.2,37,166.647
2026-07-13 12:50:00,-249.8,-527.7,-278.0,40,173.657
2026-07-13 12:55:00,-249.8,-411.0,-161.2,44,193.091
2026-07-13 13:00:00,-249.5,-307.8,-58.2,48,245.406
2026-07-13 13:05:00,-249.6,-336.0,-86.3,51,251.003
2026-07-13 13:10:00,-249.6,-371.4,-121.7,55,225.523
2026-07-13 13:15:00,-249.7,-416.1,-166.3,59,243.843
2026-07-13 13:20:00,-249.8,-368.7,-119.2,62,239.582
2026-07-13 13:25:00,-249.7,-364.5,-114.8,66,251.304
2026-07-13 13:30:00,-249.8,-355.5,-105.6,70,253.234
2026-07-13 13:35:00,-249.6,-323.1,-73.3,73,298.107
2026-07-13 13:40:00,-249.8,-372.6,-122.8,77,276.753
2026-07-13 13:45:00,-249.7,-350.1,-100.3,80,235.769
2026-07-13 13:50:00,-249.7,-105.9,143.8,84,377.082
2026-07-13 13:55:00,-249.8,-58.8,191.0,88,385.163
2026-07-13 14:00:00,-205.2,-6.6,198.5,91,388.411
2026-07-13 14:05:00,0.0,-6.0,-6.0,93,154.421
2026-07-13 14:10:00,-44.9,-35.1,9.8,94,286.672
2026-07-13 14:15:00,-118.9,-9.0,109.9,94,329.919
2026-07-13 14:20:00,-53.2,-16.2,37.1,96,324.516
2026-07-13 14:25:00,0.0,-10.8,-10.8,97,336.237
2026-07-13 14:30:00,10.0,-8.7,-18.7,97,280.429
2026-07-13 14:35:00,-34.8,-12.3,22.6,97,262.049
2026-07-13 14:40:00,-43.0,-3.0,39.9,98,206.598
2026-07-13 14:45:00,0.0,-13.5,-13.5,98,192.876
2026-07-13 14:50:00,15.5,-2.7,-18.3,98,127.0
2026-07-13 14:55:00,0.0,49.2,49.2,98,214.955
2026-07-13 15:00:00,0.0,112.2,112.2,98,267.988
2026-07-13 15:05:00,0.0,88.8,88.8,98,242.804
2026-07-13 15:10:00,33.1,-8.1,-41.2,98,156.396
2026-07-13 15:15:00,30.3,-7.5,-37.7,98,162.525
