时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-05-28 00:00:00,-90.9,-178.8,-44.0,3,0.0
2026-05-28 00:05:00,-89.8,-503.4,-413.6,4,0.0
2026-05-28 00:10:00,-89.9,-573.0,-483.0,6,0.0
2026-05-28 00:15:00,-89.8,-706.5,-616.6,7,0.0
2026-05-28 00:20:00,-84.2,-716.7,-632.6,9,0.0
2026-05-28 00:25:00,-89.8,-504.9,-415.0,10,0.0
2026-05-28 00:30:00,-89.7,-386.7,-297.0,11,0.0
2026-05-28 00:35:00,-89.6,-295.8,-206.2,13,0.0
2026-05-28 00:40:00,-89.7,-346.5,-256.9,14,0.0
2026-05-28 00:45:00,-89.6,-281.4,-191.7,15,0.0
2026-05-28 00:50:00,-89.7,-342.9,-253.1,17,0.0
2026-05-28 00:55:00,-89.7,-292.5,-202.8,18,0.0
2026-05-28 01:00:00,-89.8,-314.7,-224.8,19,0.0
2026-05-28 01:05:00,-89.8,-289.8,-200.1,21,0.0
2026-05-28 01:10:00,-89.7,-267.3,-177.7,22,0.0
2026-05-28 01:15:00,-89.8,-198.0,-108.2,23,0.0
2026-05-28 01:20:00,-89.9,-186.3,-96.4,25,0.0
2026-05-28 01:25:00,-89.8,-134.7,-44.9,26,0.0
2026-05-28 01:30:00,-89.7,-121.8,-32.0,27,0.0
2026-05-28 01:35:00,-89.9,-113.4,-23.5,29,0.0
2026-05-28 01:40:00,-89.8,-112.8,-23.1,30,0.0
2026-05-28 01:45:00,-89.9,-107.4,-17.7,31,0.0
2026-05-28 01:50:00,-89.7,-107.1,-17.6,33,0.0
2026-05-28 01:55:00,-89.6,-105.0,-15.4,34,0.0
2026-05-28 02:00:00,-89.6,-104.7,-15.0,36,0.0
2026-05-28 02:05:00,-89.7,-104.1,-14.5,37,0.0
2026-05-28 02:10:00,-89.7,-98.1,-8.5,38,0.0
2026-05-28 02:15:00,-89.7,-99.0,-9.4,40,0.0
2026-05-28 02:20:00,-89.7,-99.0,-9.3,41,0.0
2026-05-28 02:25:00,-89.6,-99.0,-9.5,42,0.0
2026-05-28 02:30:00,-89.8,-99.6,-10.0,44,0.0
2026-05-28 02:35:00,-89.5,-102.0,-12.3,45,0.0
2026-05-28 02:40:00,-89.7,-135.0,-45.5,46,0.0
2026-05-28 02:45:00,-89.6,-158.1,-68.4,48,0.0
2026-05-28 02:50:00,-89.8,-246.6,-156.9,49,0.0
2026-05-28 02:55:00,-89.6,-237.6,-148.1,50,0.0
2026-05-28 03:00:00,-89.7,-228.3,-138.6,52,0.0
2026-05-28 03:05:00,-89.8,-215.7,-125.9,53,0.0
2026-05-28 03:10:00,-89.7,-200.1,-110.4,54,0.0
2026-05-28 03:15:00,-89.6,-186.9,-97.2,56,0.0
2026-05-28 03:20:00,-89.8,-302.4,-212.5,57,0.0
2026-05-28 03:25:00,-89.8,-280.2,-190.6,58,0.0
2026-05-28 03:30:00,-89.6,-258.3,-168.7,60,0.0
2026-05-28 03:35:00,-89.5,-229.8,-140.2,61,0.0
2026-05-28 03:40:00,-89.7,-217.2,-127.5,62,0.0
2026-05-28 03:45:00,-89.7,-202.8,-113.2,64,0.0
2026-05-28 03:50:00,-89.6,-201.3,-111.7,65,0.0
2026-05-28 03:55:00,-89.7,-174.0,-84.4,67,0.0
2026-05-28 04:00:00,-89.7,-167.1,-77.3,68,0.0
2026-05-28 04:05:00,-89.7,-118.2,-28.6,69,0.0
2026-05-28 04:10:00,-89.8,-116.4,-26.7,71,0.0
2026-05-28 04:15:00,-89.7,-116.4,-26.7,72,0.0
2026-05-28 04:20:00,-89.8,-114.3,-24.7,73,0.0
2026-05-28 04:25:00,-89.6,-99.6,-10.0,75,0.0
2026-05-28 04:30:00,-89.5,-151.8,-62.1,76,0.0
2026-05-28 04:35:00,-89.7,-152.1,-62.4,77,0.0
2026-05-28 04:40:00,-89.9,-152.4,-62.3,78,0.0
2026-05-28 04:45:00,-89.9,-152.1,-62.6,80,0.0
2026-05-28 04:50:00,-89.5,-103.5,-13.9,81,0.0
2026-05-28 04:55:00,-89.6,-99.3,-9.6,82,0.0
2026-05-28 05:00:00,-89.5,-97.5,-7.8,84,0.0
2026-05-28 05:05:00,-89.5,-98.1,-8.6,85,0.0
2026-05-28 05:10:00,-89.7,-98.4,-8.7,86,0.0
2026-05-28 05:15:00,-89.6,-98.4,-8.7,87,0.0
2026-05-28 05:20:00,-89.8,-98.4,-8.8,88,0.0
2026-05-28 05:25:00,-89.8,-123.6,-33.8,90,0.0
2026-05-28 05:30:00,-89.7,-124.2,-34.8,91,0.0
2026-05-28 05:35:00,-89.6,-124.2,-34.5,92,1.484
2026-05-28 05:40:00,-89.9,-124.2,-34.2,93,2.818
2026-05-28 05:45:00,-89.8,-121.8,-32.2,95,4.442
2026-05-28 05:50:00,-89.7,-161.4,-71.8,96,5.419
2026-05-28 05:55:00,-89.7,-153.6,-63.7,97,7.682
2026-05-28 06:00:00,0.0,-57.6,-57.6,98,11.683
2026-05-28 06:05:00,0.0,-41.4,-41.4,98,13.9
2026-05-28 06:10:00,0.0,-35.4,-35.4,98,18.273
2026-05-28 06:15:00,0.0,-26.7,-26.7,98,21.675
2026-05-28 06:20:00,0.0,-18.3,-18.3,98,27.007
2026-05-28 06:25:00,0.0,-62.4,-62.4,98,31.524
2026-05-28 06:30:00,0.0,-52.8,-52.8,98,35.928
2026-05-28 06:35:00,0.0,-38.7,-38.7,98,42.614
2026-05-28 06:40:00,0.0,-128.1,-128.1,98,44.879
2026-05-28 06:45:00,0.0,-124.2,-124.2,98,48.923
2026-05-28 06:50:00,0.0,-263.1,-263.1,98,55.722
2026-05-28 06:55:00,0.0,-205.5,-205.5,98,64.591
2026-05-28 07:00:00,0.0,-104.1,-104.1,98,69.819
2026-05-28 07:05:00,0.0,-83.7,-83.7,98,78.002
2026-05-28 07:10:00,0.0,-155.7,-155.7,98,85.55
2026-05-28 07:15:00,0.0,-161.7,-161.7,98,93.73
2026-05-28 07:20:00,0.0,-195.9,-195.9,98,87.902
2026-05-28 07:25:00,0.0,-165.6,-165.6,98,109.157
2026-05-28 07:30:00,0.0,-221.7,-221.7,98,115.69
2026-05-28 07:35:00,0.0,-227.1,-227.1,98,123.901
2026-05-28 07:40:00,0.0,-150.6,-150.6,98,127.656
2026-05-28 07:45:00,0.0,-177.3,-177.3,98,133.576
2026-05-28 07:50:00,0.0,-253.8,-253.8,98,146.694
2026-05-28 07:55:00,0.0,-220.8,-220.8,98,166.186
2026-05-28 08:00:00,241.2,-4.8,-241.5,98,173.362
2026-05-28 08:05:00,139.1,-12.9,-151.0,95,179.343
2026-05-28 08:10:00,133.3,-16.8,-149.0,93,185.558
2026-05-28 08:15:00,147.0,-8.7,-155.2,90,192.786
2026-05-28 08:20:00,126.5,-9.9,-136.4,88,209.241
2026-05-28 08:25:00,109.0,-13.8,-122.8,86,214.047
2026-05-28 08:30:00,108.9,-24.6,-133.4,85,221.837
2026-05-28 08:35:00,145.3,-8.7,-154.4,83,225.893
2026-05-28 08:40:00,73.2,-15.6,-89.3,82,231.805
2026-05-28 08:45:00,121.6,-14.7,-136.3,80,239.248
2026-05-28 08:50:00,110.6,-6.3,-116.9,78,247.703
2026-05-28 08:55:00,23.0,-13.8,-36.8,77,255.34
2026-05-28 09:00:00,-108.9,-8.7,100.1,78,266.822
2026-05-28 09:05:00,78.3,-11.1,-89.8,78,271.803
2026-05-28 09:10:00,12.7,-11.4,-24.4,77,283.303
2026-05-28 09:15:00,19.2,-22.2,-41.4,77,288.017
2026-05-28 09:20:00,37.1,-8.1,-44.9,77,292.72
2026-05-28 09:25:00,-24.5,-54.6,-30.0,77,299.039
2026-05-28 09:30:00,-45.9,-18.3,27.7,77,305.763
2026-05-28 09:35:00,-120.5,-9.3,111.1,78,314.547
2026-05-28 09:40:00,-177.3,-15.0,162.2,80,319.87
2026-05-28 09:45:00,-179.4,-17.1,162.3,82,323.346
2026-05-28 09:50:00,-143.2,-7.8,135.2,85,327.811
2026-05-28 09:55:00,-157.7,-14.4,147.5,87,330.67
2026-05-28 10:00:00,-134.5,-13.2,121.3,89,333.944
2026-05-28 10:05:00,-61.7,-1.2,58.2,90,336.532
2026-05-28 10:10:00,-51.6,-3.6,48.1,91,334.203
2026-05-28 10:15:00,-16.6,-5.1,11.6,92,336.081
2026-05-28 10:20:00,-23.3,-2.4,20.7,92,333.484
2026-05-28 10:25:00,-112.4,-6.9,105.5,93,338.649
2026-05-28 10:30:00,-186.9,-9.9,177.0,96,340.032
2026-05-28 10:35:00,-131.7,4.2,136.1,98,340.342
2026-05-28 10:40:00,0.0,149.1,149.1,98,341.218
2026-05-28 10:45:00,0.0,184.5,184.5,98,346.04
2026-05-28 10:50:00,0.0,230.7,230.7,98,346.798
2026-05-28 10:55:00,0.0,197.4,197.4,98,347.243
2026-05-28 11:00:00,0.0,84.0,84.0,98,349.622
2026-05-28 11:05:00,0.0,137.4,137.4,98,352.082
2026-05-28 11:10:00,0.0,16.5,16.5,98,353.403
2026-05-28 11:15:00,0.0,58.2,58.2,98,355.548
2026-05-28 11:20:00,0.0,62.7,62.7,98,354.383
2026-05-28 11:25:00,0.0,67.5,67.5,98,355.569
2026-05-28 11:30:00,0.0,2.4,2.4,98,355.568
2026-05-28 11:35:00,0.0,41.1,41.1,98,355.392
2026-05-28 11:40:00,0.0,6.0,6.0,98,356.374
2026-05-28 11:45:00,0.0,114.0,114.0,98,357.612
2026-05-28 11:50:00,0.0,37.5,37.5,98,355.285
2026-05-28 11:55:00,63.0,-0.9,-64.0,98,357.564
2026-05-28 12:00:00,163.6,-3.9,-167.5,96,359.021
2026-05-28 12:05:00,137.4,-5.4,-142.5,94,358.424
2026-05-28 12:10:00,134.3,-4.5,-138.8,91,358.077
2026-05-28 12:15:00,10.8,-8.1,-19.2,89,356.115
2026-05-28 12:20:00,0.0,-5.7,-5.7,89,356.18
2026-05-28 12:25:00,-37.5,-2.1,35.4,89,355.576
2026-05-28 12:30:00,50.5,-12.0,-62.9,89,353.791
2026-05-28 12:35:00,79.0,0.0,-80.7,89,351.387
2026-05-28 12:40:00,-12.6,-2.4,10.4,88,349.107
2026-05-28 12:45:00,-98.6,-22.2,76.4,89,348.407
2026-05-28 12:50:00,-128.7,-19.5,109.1,91,347.86
2026-05-28 12:55:00,-32.1,-6.6,25.5,92,348.696
2026-05-28 13:00:00,-92.2,-15.3,76.9,93,346.269
2026-05-28 13:05:00,-120.8,-8.4,112.5,94,344.026
2026-05-28 13:10:00,-6.4,-11.7,-5.4,95,341.306
