时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-06-27 00:00:00,-89.8,-125.7,-106.2,3,0.0
2026-06-27 00:05:00,-79.8,-597.0,-517.3,4,0.0
2026-06-27 00:10:00,-79.9,-636.6,-557.0,6,0.0
2026-06-27 00:15:00,-79.9,-634.2,-554.5,7,0.0
2026-06-27 00:20:00,-79.6,-591.6,-512.0,8,0.0
2026-06-27 00:25:00,-79.7,-583.8,-504.0,9,0.0
2026-06-27 00:30:00,-79.8,-468.6,-388.9,10,0.0
2026-06-27 00:35:00,-79.8,-387.9,-308.0,12,0.0
2026-06-27 00:40:00,-79.7,-419.7,-339.9,13,0.0
2026-06-27 00:45:00,-79.7,-352.8,-273.0,14,0.0
2026-06-27 00:50:00,-79.8,-313.5,-233.7,15,0.0
2026-06-27 00:55:00,-79.7,-285.3,-205.4,16,0.0
2026-06-27 01:00:00,-79.8,-229.2,-149.6,18,0.0
2026-06-27 01:05:00,-79.7,-207.6,-127.9,19,0.0
2026-06-27 01:10:00,-79.8,-142.2,-62.5,20,0.0
2026-06-27 01:15:00,-79.6,-139.8,-60.2,21,0.0
2026-06-27 01:20:00,-79.6,-255.6,-176.0,22,0.0
2026-06-27 01:25:00,-79.6,-224.4,-144.6,24,0.0
2026-06-27 01:30:00,-79.7,-233.4,-153.7,25,0.0
2026-06-27 01:35:00,-79.6,-219.0,-139.5,26,0.0
2026-06-27 01:40:00,-79.8,-157.2,-77.4,27,0.0
2026-06-27 01:45:00,-79.6,-145.2,-65.6,28,0.0
2026-06-27 01:50:00,-79.6,-145.8,-66.1,30,0.0
2026-06-27 01:55:00,-79.7,-126.6,-47.0,31,0.0
2026-06-27 02:00:00,-79.6,-107.4,-27.7,32,0.0
2026-06-27 02:05:00,-79.7,-88.8,-9.2,33,0.0
2026-06-27 02:10:00,-79.6,-87.6,-8.0,34,0.0
2026-06-27 02:15:00,-79.7,-88.2,-8.5,36,0.0
2026-06-27 02:20:00,-79.8,-91.5,-11.9,37,0.0
2026-06-27 02:25:00,-79.7,-87.0,-7.4,38,0.0
2026-06-27 02:30:00,-79.8,-87.9,-8.3,39,0.0
2026-06-27 02:35:00,-79.5,-87.6,-7.9,40,0.0
2026-06-27 02:40:00,-79.7,-125.4,-45.8,42,0.0
2026-06-27 02:45:00,-79.6,-126.3,-46.8,43,0.0
2026-06-27 02:50:00,-79.5,-126.6,-47.1,44,0.0
2026-06-27 02:55:00,-79.8,-262.5,-182.9,45,0.0
2026-06-27 03:00:00,-79.7,-190.8,-111.2,46,0.0
2026-06-27 03:05:00,-79.7,-178.5,-98.9,48,0.0
2026-06-27 03:10:00,-79.7,-165.0,-85.3,49,0.0
2026-06-27 03:15:00,-79.7,-146.1,-66.4,50,0.0
2026-06-27 03:20:00,-79.7,-132.6,-53.1,51,0.0
2026-06-27 03:25:00,-79.7,-118.5,-38.8,52,0.0
2026-06-27 03:30:00,-79.6,-113.1,-33.5,54,0.0
2026-06-27 03:35:00,-79.6,-108.0,-28.2,55,0.0
2026-06-27 03:40:00,-79.7,-105.9,-26.3,56,0.0
2026-06-27 03:45:00,-79.6,-106.2,-26.6,57,0.0
2026-06-27 03:50:00,-79.6,-108.6,-29.0,58,0.0
2026-06-27 03:55:00,-79.8,-101.1,-21.4,60,0.0
2026-06-27 04:00:00,-79.7,-164.1,-84.4,61,0.0
2026-06-27 04:05:00,-79.6,-258.6,-178.9,62,0.0
2026-06-27 04:10:00,-79.7,-220.8,-141.2,63,0.0
2026-06-27 04:15:00,-79.7,-187.2,-107.5,64,0.0
2026-06-27 04:20:00,-79.8,-178.8,-99.2,66,0.0
2026-06-27 04:25:00,-79.5,-178.5,-98.9,67,0.0
2026-06-27 04:30:00,-79.4,-134.7,-55.0,68,0.0
2026-06-27 04:35:00,-79.6,-126.3,-46.7,69,0.0
2026-06-27 04:40:00,-79.5,-88.2,-8.7,70,0.0
2026-06-27 04:45:00,-79.7,-180.3,-100.5,72,0.0
2026-06-27 04:50:00,-79.6,-147.9,-68.1,73,0.0
2026-06-27 04:55:00,-79.6,-127.2,-47.4,74,0.0
2026-06-27 05:00:00,-79.6,-108.3,-28.7,75,0.0
2026-06-27 05:05:00,-79.6,-109.2,-29.7,76,0.0
2026-06-27 05:10:00,-79.7,-96.6,-17.0,78,0.0
2026-06-27 05:15:00,-79.8,-88.5,-8.8,79,0.0
2026-06-27 05:20:00,-79.6,-196.2,-116.4,80,0.0
2026-06-27 05:25:00,-79.6,-186.9,-107.3,81,0.0
2026-06-27 05:30:00,-79.8,-143.4,-63.6,82,0.0
