时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-04-26 00:00:00,-46.8,-79.8,-60.1,3,0.0
2026-04-26 00:05:00,-44.9,-246.0,-200.9,4,0.019
2026-04-26 00:10:00,-44.9,-240.3,-195.5,6,0.038
2026-04-26 00:15:00,-44.8,-237.3,-192.3,7,0.057
2026-04-26 00:20:00,-44.9,-186.0,-141.2,8,0.076
2026-04-26 00:25:00,-44.9,-143.7,-98.7,10,0.094
2026-04-26 00:30:00,-45.0,-125.4,-80.4,11,0.113
2026-04-26 00:35:00,-45.0,-156.3,-111.3,12,0.132
2026-04-26 00:40:00,-44.8,-128.1,-83.3,14,0.151
2026-04-26 00:45:00,-44.9,-122.4,-77.6,15,0.17
2026-04-26 00:50:00,-45.0,-177.0,-132.0,16,0.189
2026-04-26 00:55:00,-44.9,-171.6,-126.6,18,0.208
2026-04-26 01:00:00,-44.9,-151.5,-106.4,19,0.227
2026-04-26 01:05:00,-45.1,-127.5,-82.6,20,0.246
2026-04-26 01:10:00,-44.9,-117.9,-72.9,21,0.265
2026-04-26 01:15:00,-45.0,-225.0,-180.0,22,0.283
2026-04-26 01:20:00,-44.9,-185.7,-140.7,24,0.302
2026-04-26 01:25:00,-45.0,-189.0,-144.0,25,0.321
2026-04-26 01:30:00,-45.0,-144.6,-99.6,26,0.34
2026-04-26 01:35:00,-44.9,-156.9,-111.9,27,0.359
2026-04-26 01:40:00,-44.9,-122.1,-77.3,28,0.378
2026-04-26 01:45:00,-44.9,-101.4,-56.5,30,0.397
2026-04-26 01:50:00,-44.9,-58.2,-13.3,31,0.416
2026-04-26 01:55:00,-44.9,-50.4,-5.3,32,0.435
2026-04-26 02:00:00,-44.9,-49.8,-4.7,33,0.454
2026-04-26 02:05:00,-44.9,-49.5,-4.6,34,0.472
2026-04-26 02:10:00,-45.0,-53.7,-8.7,36,0.491
2026-04-26 02:15:00,-44.8,-49.8,-4.7,37,0.51
2026-04-26 02:20:00,-45.1,-49.5,-4.4,38,0.529
2026-04-26 02:25:00,-45.0,-49.8,-4.9,39,0.548
2026-04-26 02:30:00,-45.0,-87.0,-42.1,40,0.567
2026-04-26 02:35:00,-44.9,-86.1,-41.1,42,0.586
2026-04-26 02:40:00,-44.9,-127.5,-82.6,43,0.605
2026-04-26 02:45:00,-45.0,-116.7,-71.7,44,0.624
2026-04-26 02:50:00,-44.8,-111.3,-66.3,45,0.643
2026-04-26 02:55:00,-44.9,-107.7,-62.9,46,0.661
2026-04-26 03:00:00,-45.0,-205.5,-160.5,48,0.68
2026-04-26 03:05:00,-44.9,-189.0,-144.1,49,0.699
2026-04-26 03:10:00,-45.0,-259.5,-214.5,50,0.718
2026-04-26 03:15:00,-45.0,-219.3,-174.3,51,0.737
2026-04-26 03:20:00,-44.9,-122.7,-77.7,52,0.756
2026-04-26 03:25:00,-44.9,-79.8,-34.9,54,0.775
2026-04-26 03:30:00,-45.0,-54.9,-9.9,55,0.794
2026-04-26 03:35:00,-45.0,-51.3,-6.3,56,0.813
2026-04-26 03:40:00,-44.9,-51.0,-6.0,57,0.832
2026-04-26 03:45:00,-44.9,-51.0,-6.1,58,0.85
2026-04-26 03:50:00,-45.1,-51.3,-6.3,60,0.869
2026-04-26 03:55:00,-44.9,-51.3,-6.3,61,0.888
2026-04-26 04:00:00,-45.0,-51.0,-6.0,62,0.907
2026-04-26 04:05:00,-45.0,-54.9,-9.9,63,0.926
2026-04-26 04:10:00,-44.9,-93.0,-48.1,64,0.945
2026-04-26 04:15:00,-45.0,-102.0,-57.0,66,0.964
