时间,储能有功功率(kW),电网功率(kW),负载功率(kW),SOC(%),光伏发电功率(kW)
2026-05-06 00:00:00,-47.4,-241.5,-198.4,3,0.0
2026-05-06 00:05:00,-44.8,-630.3,-585.3,4,0.0
2026-05-06 00:10:00,-44.9,-636.3,-591.4,6,0.0
2026-05-06 00:15:00,-45.0,-627.9,-582.9,7,0.0
2026-05-06 00:20:00,-45.0,-455.1,-410.3,8,0.0
2026-05-06 00:25:00,-44.9,-511.8,-466.9,10,0.0
2026-05-06 00:30:00,-45.0,-333.9,-288.9,11,0.0
2026-05-06 00:35:00,-45.0,-297.0,-252.0,12,0.0
2026-05-06 00:40:00,-44.9,-238.5,-193.6,14,0.0
2026-05-06 00:45:00,-44.9,-269.4,-224.6,15,0.0
2026-05-06 00:50:00,-44.9,-231.9,-186.9,16,0.0
2026-05-06 00:55:00,-44.8,-197.1,-152.3,18,0.0
2026-05-06 01:00:00,-44.9,-189.9,-145.0,19,0.0
2026-05-06 01:05:00,-45.0,-149.1,-104.2,20,0.0
2026-05-06 01:10:00,-45.0,-141.6,-96.6,22,0.0
2026-05-06 01:15:00,-45.1,-101.7,-56.7,23,0.0
2026-05-06 01:20:00,-45.0,-168.3,-123.3,24,0.0
2026-05-06 01:25:00,-45.0,-162.3,-117.4,25,0.0
2026-05-06 01:30:00,-45.0,-125.7,-80.8,26,0.0
2026-05-06 01:35:00,-45.0,-90.3,-45.3,28,0.0
2026-05-06 01:40:00,-45.0,-79.8,-34.9,29,0.0
2026-05-06 01:45:00,-44.9,-70.5,-25.6,30,0.0
2026-05-06 01:50:00,-44.9,-174.0,-129.1,31,0.0
2026-05-06 01:55:00,-44.9,-177.3,-132.4,32,0.0
2026-05-06 02:00:00,-45.0,-177.6,-132.6,34,0.0
2026-05-06 02:05:00,-45.0,-168.9,-123.9,35,0.0
2026-05-06 02:10:00,-45.0,-165.0,-120.0,36,0.0
2026-05-06 02:15:00,-45.0,-109.5,-64.4,37,0.0
